 1.00000E+00 7.00000E+00    2251 2.66667E-03
 temperature   HIci          HeIci         HeIIci        HIIrcA        HeIIrcA       HeIIIrcA      HIIrcB        HeIIrcB       HeIIIrcB      HeDrc         HIIrccA       HeIIrccA      HeIIIrccA     HIIrccB       HeIIrccB      HeIIIrccB     HeDrcc        HIcic         HeIcic        HeIIcic       He23cic       HIcec         HeIcec        HeIIcec       
 1.81067E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.12621E-11   1.06115E-11   7.21715E-11   9.21523E-12   1.14725E-11   4.31670E-11   0.00000E+00   8.93874E-26   7.09058E-26   4.83362E-25   7.11141E-26   1.02426E-25   1.38351E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.81333E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.12200E-11   1.05701E-11   7.18616E-11   9.17934E-12   1.14198E-11   4.30052E-11   0.00000E+00   8.95939E-26   7.10648E-26   4.84251E-25   7.12646E-26   1.02583E-25   1.38678E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.81600E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.11780E-11   1.05290E-11   7.15530E-11   9.14359E-12   1.13674E-11   4.28440E-11   0.00000E+00   8.98009E-26   7.12241E-26   4.85141E-25   7.14154E-26   1.02741E-25   1.39005E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.81867E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.11361E-11   1.04880E-11   7.12458E-11   9.10797E-12   1.13151E-11   4.26834E-11   0.00000E+00   9.00083E-26   7.13838E-26   4.86033E-25   7.15664E-26   1.02899E-25   1.39333E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.82133E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.10944E-11   1.04472E-11   7.09398E-11   9.07248E-12   1.12631E-11   4.25234E-11   0.00000E+00   9.02161E-26   7.15438E-26   4.86927E-25   7.17176E-26   1.03057E-25   1.39662E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.82400E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.10528E-11   1.04065E-11   7.06352E-11   9.03713E-12   1.12114E-11   4.23640E-11   0.00000E+00   9.04244E-26   7.17042E-26   4.87822E-25   7.18692E-26   1.03215E-25   1.39991E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.82667E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.10114E-11   1.03660E-11   7.03319E-11   9.00191E-12   1.11599E-11   4.22051E-11   0.00000E+00   9.06331E-26   7.18649E-26   4.88719E-25   7.20209E-26   1.03374E-25   1.40321E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.82933E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.09702E-11   1.03256E-11   7.00299E-11   8.96681E-12   1.11086E-11   4.20468E-11   0.00000E+00   9.08422E-26   7.20260E-26   4.89617E-25   7.21730E-26   1.03532E-25   1.40651E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.83200E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.09291E-11   1.02854E-11   6.97292E-11   8.93185E-12   1.10576E-11   4.18891E-11   0.00000E+00   9.10517E-26   7.21875E-26   4.90518E-25   7.23253E-26   1.03691E-25   1.40983E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.83467E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.08881E-11   1.02454E-11   6.94298E-11   8.89702E-12   1.10068E-11   4.17320E-11   0.00000E+00   9.12617E-26   7.23493E-26   4.91419E-25   7.24778E-26   1.03851E-25   1.41315E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.83733E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.08473E-11   1.02055E-11   6.91316E-11   8.86232E-12   1.09562E-11   4.15755E-11   0.00000E+00   9.14721E-26   7.25115E-26   4.92323E-25   7.26306E-26   1.04010E-25   1.41648E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.84000E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.08067E-11   1.01657E-11   6.88348E-11   8.82775E-12   1.09058E-11   4.14195E-11   0.00000E+00   9.16829E-26   7.26741E-26   4.93228E-25   7.27836E-26   1.04170E-25   1.41981E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.84267E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.07662E-11   1.01262E-11   6.85392E-11   8.79330E-12   1.08557E-11   4.12641E-11   0.00000E+00   9.18942E-26   7.28370E-26   4.94135E-25   7.29370E-26   1.04330E-25   1.42315E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.84533E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.07258E-11   1.00867E-11   6.82448E-11   8.75899E-12   1.08059E-11   4.11092E-11   0.00000E+00   9.21059E-26   7.30003E-26   4.95043E-25   7.30905E-26   1.04490E-25   1.42650E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.84800E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.06856E-11   1.00475E-11   6.79518E-11   8.72480E-12   1.07562E-11   4.09550E-11   0.00000E+00   9.23180E-26   7.31640E-26   4.95953E-25   7.32443E-26   1.04651E-25   1.42986E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.85067E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.06455E-11   1.00084E-11   6.76600E-11   8.69074E-12   1.07068E-11   4.08013E-11   0.00000E+00   9.25306E-26   7.33280E-26   4.96865E-25   7.33984E-26   1.04812E-25   1.43322E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.85333E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.06056E-11   9.96939E-12   6.73694E-11   8.65681E-12   1.06576E-11   4.06481E-11   0.00000E+00   9.27436E-26   7.34924E-26   4.97779E-25   7.35527E-26   1.04973E-25   1.43659E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.85600E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.05658E-11   9.93058E-12   6.70801E-11   8.62300E-12   1.06086E-11   4.04955E-11   0.00000E+00   9.29570E-26   7.36571E-26   4.98694E-25   7.37073E-26   1.05134E-25   1.43996E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.85867E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.05262E-11   9.89191E-12   6.67921E-11   8.58932E-12   1.05599E-11   4.03435E-11   0.00000E+00   9.31708E-26   7.38223E-26   4.99610E-25   7.38621E-26   1.05295E-25   1.44335E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.86133E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.04867E-11   9.85340E-12   6.65052E-11   8.55576E-12   1.05114E-11   4.01920E-11   0.00000E+00   9.33852E-26   7.39878E-26   5.00529E-25   7.40172E-26   1.05457E-25   1.44674E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.86400E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.04473E-11   9.81504E-12   6.62196E-11   8.52233E-12   1.04631E-11   4.00411E-11   0.00000E+00   9.35999E-26   7.41536E-26   5.01449E-25   7.41726E-26   1.05619E-25   1.45013E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.86667E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.04081E-11   9.77683E-12   6.59353E-11   8.48902E-12   1.04150E-11   3.98907E-11   0.00000E+00   9.38151E-26   7.43199E-26   5.02371E-25   7.43282E-26   1.05781E-25   1.45354E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.86933E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.03691E-11   9.73876E-12   6.56521E-11   8.45584E-12   1.03671E-11   3.97409E-11   0.00000E+00   9.40307E-26   7.44865E-26   5.03294E-25   7.44840E-26   1.05944E-25   1.45695E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.87200E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.03301E-11   9.70085E-12   6.53702E-11   8.42278E-12   1.03195E-11   3.95916E-11   0.00000E+00   9.42467E-26   7.46535E-26   5.04219E-25   7.46401E-26   1.06107E-25   1.46037E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.87467E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.02913E-11   9.66308E-12   6.50894E-11   8.38985E-12   1.02721E-11   3.94429E-11   0.00000E+00   9.44632E-26   7.48208E-26   5.05146E-25   7.47965E-26   1.06270E-25   1.46379E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.87733E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.02527E-11   9.62546E-12   6.48099E-11   8.35703E-12   1.02249E-11   3.92947E-11   0.00000E+00   9.46802E-26   7.49886E-26   5.06075E-25   7.49531E-26   1.06433E-25   1.46723E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.88000E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.02142E-11   9.58798E-12   6.45316E-11   8.32434E-12   1.01779E-11   3.91471E-11   0.00000E+00   9.48975E-26   7.51567E-26   5.07005E-25   7.51100E-26   1.06597E-25   1.47067E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.88267E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.01758E-11   9.55066E-12   6.42545E-11   8.29178E-12   1.01312E-11   3.90000E-11   0.00000E+00   9.51154E-26   7.53252E-26   5.07937E-25   7.52671E-26   1.06760E-25   1.47411E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.88533E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.01376E-11   9.51347E-12   6.39785E-11   8.25933E-12   1.00846E-11   3.88534E-11   0.00000E+00   9.53336E-26   7.54941E-26   5.08871E-25   7.54245E-26   1.06924E-25   1.47757E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.88800E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.00995E-11   9.47643E-12   6.37038E-11   8.22700E-12   1.00383E-11   3.87074E-11   0.00000E+00   9.55523E-26   7.56633E-26   5.09806E-25   7.55822E-26   1.07089E-25   1.48103E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.89067E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.00616E-11   9.43954E-12   6.34302E-11   8.19480E-12   9.99216E-12   3.85619E-11   0.00000E+00   9.57715E-26   7.58329E-26   5.10743E-25   7.57401E-26   1.07253E-25   1.48450E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.89333E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.00238E-11   9.40279E-12   6.31578E-11   8.16271E-12   9.94625E-12   3.84170E-11   0.00000E+00   9.59911E-26   7.60029E-26   5.11682E-25   7.58982E-26   1.07418E-25   1.48797E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.89600E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.98611E-12   9.36618E-12   6.28865E-11   8.13075E-12   9.90055E-12   3.82725E-11   0.00000E+00   9.62111E-26   7.61733E-26   5.12622E-25   7.60566E-26   1.07583E-25   1.49145E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.89867E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.94858E-12   9.32971E-12   6.26164E-11   8.09890E-12   9.85506E-12   3.81286E-11   0.00000E+00   9.64316E-26   7.63441E-26   5.13565E-25   7.62153E-26   1.07748E-25   1.49494E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.90133E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.91118E-12   9.29339E-12   6.23475E-11   8.06717E-12   9.80978E-12   3.79853E-11   0.00000E+00   9.66525E-26   7.65152E-26   5.14508E-25   7.63742E-26   1.07914E-25   1.49844E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.90400E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.87392E-12   9.25721E-12   6.20798E-11   8.03556E-12   9.76471E-12   3.78424E-11   0.00000E+00   9.68739E-26   7.66868E-26   5.15454E-25   7.65334E-26   1.08079E-25   1.50194E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.90667E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.83679E-12   9.22117E-12   6.18131E-11   8.00407E-12   9.71984E-12   3.77001E-11   0.00000E+00   9.70957E-26   7.68587E-26   5.16402E-25   7.66929E-26   1.08245E-25   1.50546E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.90933E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.79980E-12   9.18527E-12   6.15477E-11   7.97270E-12   9.67519E-12   3.75583E-11   0.00000E+00   9.73180E-26   7.70310E-26   5.17351E-25   7.68526E-26   1.08412E-25   1.50897E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.91200E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.76294E-12   9.14951E-12   6.12833E-11   7.94144E-12   9.63073E-12   3.74170E-11   0.00000E+00   9.75407E-26   7.72037E-26   5.18301E-25   7.70125E-26   1.08578E-25   1.51250E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.91467E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.72622E-12   9.11388E-12   6.10201E-11   7.91030E-12   9.58648E-12   3.72762E-11   0.00000E+00   9.77638E-26   7.73768E-26   5.19254E-25   7.71727E-26   1.08745E-25   1.51603E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.91733E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.68963E-12   9.07840E-12   6.07581E-11   7.87928E-12   9.54244E-12   3.71360E-11   0.00000E+00   9.79875E-26   7.75502E-26   5.20208E-25   7.73332E-26   1.08912E-25   1.51957E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.92000E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.65317E-12   9.04306E-12   6.04971E-11   7.84837E-12   9.49859E-12   3.69962E-11   0.00000E+00   9.82115E-26   7.77241E-26   5.21164E-25   7.74939E-26   1.09079E-25   1.52312E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.92267E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.61685E-12   9.00785E-12   6.02373E-11   7.81758E-12   9.45495E-12   3.68570E-11   0.00000E+00   9.84360E-26   7.78983E-26   5.22122E-25   7.76549E-26   1.09247E-25   1.52667E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.92533E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.58066E-12   8.97278E-12   5.99786E-11   7.78690E-12   9.41151E-12   3.67183E-11   0.00000E+00   9.86610E-26   7.80730E-26   5.23082E-25   7.78162E-26   1.09415E-25   1.53024E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.92800E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.54460E-12   8.93785E-12   5.97210E-11   7.75634E-12   9.36827E-12   3.65800E-11   0.00000E+00   9.88864E-26   7.82480E-26   5.24043E-25   7.79777E-26   1.09583E-25   1.53381E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.93067E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.50867E-12   8.90305E-12   5.94645E-11   7.72589E-12   9.32523E-12   3.64423E-11   0.00000E+00   9.91123E-26   7.84234E-26   5.25006E-25   7.81394E-26   1.09751E-25   1.53738E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.93333E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.47287E-12   8.86839E-12   5.92091E-11   7.69556E-12   9.28238E-12   3.63051E-11   0.00000E+00   9.93387E-26   7.85992E-26   5.25971E-25   7.83014E-26   1.09920E-25   1.54097E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.93600E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.43720E-12   8.83386E-12   5.89548E-11   7.66534E-12   9.23973E-12   3.61684E-11   0.00000E+00   9.95654E-26   7.87754E-26   5.26937E-25   7.84637E-26   1.10089E-25   1.54456E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.93867E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.40166E-12   8.79947E-12   5.87016E-11   7.63523E-12   9.19728E-12   3.60322E-11   0.00000E+00   9.97927E-26   7.89520E-26   5.27906E-25   7.86262E-26   1.10258E-25   1.54815E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.94133E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.36625E-12   8.76521E-12   5.84494E-11   7.60523E-12   9.15502E-12   3.58965E-11   0.00000E+00   1.00020E-25   7.91290E-26   5.28876E-25   7.87890E-26   1.10427E-25   1.55176E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.94400E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.33097E-12   8.73108E-12   5.81984E-11   7.57535E-12   9.11296E-12   3.57613E-11   0.00000E+00   1.00249E-25   7.93064E-26   5.29847E-25   7.89521E-26   1.10597E-25   1.55537E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.94667E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.29581E-12   8.69709E-12   5.79484E-11   7.54558E-12   9.07109E-12   3.56266E-11   0.00000E+00   1.00477E-25   7.94842E-26   5.30821E-25   7.91154E-26   1.10767E-25   1.55899E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.94933E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.26079E-12   8.66323E-12   5.76995E-11   7.51592E-12   9.02941E-12   3.54924E-11   0.00000E+00   1.00706E-25   7.96624E-26   5.31796E-25   7.92789E-26   1.10937E-25   1.56262E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.95200E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.22589E-12   8.62950E-12   5.74517E-11   7.48637E-12   8.98792E-12   3.53586E-11   0.00000E+00   1.00936E-25   7.98410E-26   5.32774E-25   7.94428E-26   1.11107E-25   1.56626E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.95467E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.19112E-12   8.59590E-12   5.72049E-11   7.45693E-12   8.94663E-12   3.52254E-11   0.00000E+00   1.01166E-25   8.00200E-26   5.33753E-25   7.96068E-26   1.11278E-25   1.56990E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.95733E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.15647E-12   8.56244E-12   5.69592E-11   7.42760E-12   8.90552E-12   3.50927E-11   0.00000E+00   1.01396E-25   8.01994E-26   5.34733E-25   7.97712E-26   1.11449E-25   1.57355E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.96000E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.12196E-12   8.52910E-12   5.67145E-11   7.39838E-12   8.86460E-12   3.49604E-11   0.00000E+00   1.01627E-25   8.03792E-26   5.35716E-25   7.99358E-26   1.11620E-25   1.57721E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.96267E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.08756E-12   8.49590E-12   5.64709E-11   7.36927E-12   8.82387E-12   3.48286E-11   0.00000E+00   1.01858E-25   8.05594E-26   5.36700E-25   8.01006E-26   1.11792E-25   1.58087E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.96533E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.05329E-12   8.46282E-12   5.62284E-11   7.34027E-12   8.78333E-12   3.46973E-11   0.00000E+00   1.02090E-25   8.07400E-26   5.37686E-25   8.02657E-26   1.11963E-25   1.58454E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.96800E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.01915E-12   8.42987E-12   5.59869E-11   7.31138E-12   8.74298E-12   3.45665E-11   0.00000E+00   1.02323E-25   8.09210E-26   5.38674E-25   8.04311E-26   1.12135E-25   1.58822E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.97067E+00   0.00000E+00   0.00000E+00   0.00000E+00   8.98513E-12   8.39705E-12   5.57464E-11   7.28260E-12   8.70281E-12   3.44361E-11   0.00000E+00   1.02555E-25   8.11024E-26   5.39664E-25   8.05967E-26   1.12308E-25   1.59191E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.97333E+00   0.00000E+00   0.00000E+00   0.00000E+00   8.95124E-12   8.36436E-12   5.55069E-11   7.25392E-12   8.66282E-12   3.43063E-11   0.00000E+00   1.02789E-25   8.12842E-26   5.40655E-25   8.07626E-26   1.12480E-25   1.59560E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.97600E+00   0.00000E+00   0.00000E+00   0.00000E+00   8.91747E-12   8.33179E-12   5.52685E-11   7.22535E-12   8.62302E-12   3.41769E-11   0.00000E+00   1.03022E-25   8.14665E-26   5.41649E-25   8.09287E-26   1.12653E-25   1.59931E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.97867E+00   0.00000E+00   0.00000E+00   0.00000E+00   8.88382E-12   8.29936E-12   5.50311E-11   7.19689E-12   8.58340E-12   3.40480E-11   0.00000E+00   1.03256E-25   8.16491E-26   5.42644E-25   8.10951E-26   1.12826E-25   1.60302E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.98133E+00   0.00000E+00   0.00000E+00   0.00000E+00   8.85029E-12   8.26704E-12   5.47947E-11   7.16853E-12   8.54396E-12   3.39195E-11   0.00000E+00   1.03491E-25   8.18321E-26   5.43641E-25   8.12618E-26   1.12999E-25   1.60673E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.98400E+00   0.00000E+00   0.00000E+00   0.00000E+00   8.81689E-12   8.23486E-12   5.45593E-11   7.14028E-12   8.50471E-12   3.37916E-11   0.00000E+00   1.03726E-25   8.20156E-26   5.44639E-25   8.14287E-26   1.13173E-25   1.61046E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.98667E+00   0.00000E+00   0.00000E+00   0.00000E+00   8.78360E-12   8.20280E-12   5.43250E-11   7.11214E-12   8.46563E-12   3.36641E-11   0.00000E+00   1.03962E-25   8.21995E-26   5.45640E-25   8.15959E-26   1.13347E-25   1.61419E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.98933E+00   0.00000E+00   0.00000E+00   0.00000E+00   8.75044E-12   8.17086E-12   5.40916E-11   7.08410E-12   8.42674E-12   3.35370E-11   0.00000E+00   1.04198E-25   8.23837E-26   5.46642E-25   8.17633E-26   1.13521E-25   1.61793E-24   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
