#x,rho,rhovx,energy
#system.get('generic').base('length'),((system.get('generic').base('length')**-3) * system.get('generic').base('mass')),(((system.get('generic').base('length')**-2) * (system.get('generic').base('time')**-1.0)) * system.get('generic').base('mass')),(((system.get('generic').base('length')**-1) * (system.get('generic').base('time')**-2)) * system.get('generic').base('mass'))
#length,length**-3 * mass,length**-2 * time**-1.0 * mass,length**-1 * time**-2 * mass
0.0,2.45005383933,-0.786983035854,0.776260491242
0.00671140939597,2.37972973436,-0.74355813329,0.797054070274
0.0134228187919,2.24113054508,-0.687099135872,0.723668178006
0.0201342281879,2.27800745561,-0.67644674095,0.740118045991
0.0268456375839,2.50051955901,-0.67998197678,0.741257750502
0.0335570469799,2.80891437612,-0.759333545513,0.835515809083
0.0402684563758,2.82928429875,-0.689165089489,0.894305526696
0.0469798657718,2.68280321286,-0.499822291989,0.914444620025
0.0536912751678,2.82098724872,-0.418366365759,0.97689324579
0.0604026845638,3.06225623305,-0.349249012517,1.11889891736
0.0671140939597,3.31753073131,-0.244608376564,1.27229738918
0.0738255033557,3.73612236855,-0.201564645501,1.36772904053
0.0805369127517,4.03013622616,-0.117843660801,1.46396261382
0.0872483221477,4.11018369224,0.0136447190554,1.46229266213
0.0939597315436,3.94655260371,0.0163194075895,1.42605041961
0.10067114094,3.77710807001,-0.0114804199294,1.41452523288
0.107382550336,3.64911782128,-0.045529449298,1.38304863978
0.114093959732,3.56276300459,-0.0469488255149,1.51146485825
0.120805369128,3.82573972923,-0.0106098817625,1.45779288709
0.127516778523,3.86359914479,-0.000566211189827,1.36416158645
0.134228187919,3.97974543082,0.0141334489597,1.36055616433
0.140939597315,3.68807365936,0.0650695019301,1.40646359672
0.147651006711,3.63327167151,0.109363713015,1.43752864186
0.154362416107,3.97541436055,0.0370696988942,1.41343875848
0.161073825503,4.05076758391,-0.0336696300985,1.36702996652
0.167785234899,3.86422390087,-0.0382975573645,1.39954105457
0.174496644295,3.93093002386,-0.0479387899169,1.54060714329
0.181208053691,4.03154986,-0.00575048042772,1.62957516119
0.187919463087,4.29656133325,-0.0131554367866,1.64469735513
0.194630872483,4.58680606778,0.0179718374502,1.74536285069
0.201342281879,4.82380895563,-0.00472838180334,1.69330370552
0.208053691275,4.61182838664,-0.0828230453133,1.63966631314
0.214765100671,4.56625223241,-0.0394974413468,1.62115165487
0.221476510067,4.20820908725,0.0318054550305,1.67284116989
0.228187919463,3.97510262289,0.00466517003322,1.57567829929
0.234899328859,4.16566104043,0.0411521426049,1.56010287824
0.241610738255,4.2801627584,0.0291185694732,1.62004935216
0.248322147651,4.24294741444,0.0139155544163,1.6529734807
0.255033557047,4.22954666515,0.0161210568636,1.63585838416
0.261744966443,4.27577605347,0.0156433078418,1.52490939699
0.268456375839,4.18208560204,0.00700787119074,1.43619009844
0.275167785235,3.91666151232,-0.0078263911891,1.48009143755
0.281879194631,4.14978023366,-0.0290111702612,1.51281807445
0.288590604027,4.1541849898,0.0167772366998,1.46815857927
0.295302013423,3.77810992889,0.0276088587238,1.30475440732
0.302013422819,3.60187160932,0.030056199718,1.32045236638
0.308724832215,3.80071278751,-0.0120611890273,1.31298365773
0.315436241611,3.9279224828,0.0123047697184,1.41491458213
0.322147651007,3.90476862861,0.106446344713,1.54802600714
0.328859060403,4.1680388242,0.068036289162,1.42546511546
0.335570469799,4.01214071018,-0.019310789334,1.38805659316
0.342281879195,4.4382543761,-0.0594559823089,1.3367239092
0.348993288591,4.43783116485,0.0229822035895,1.43873783105
0.355704697987,3.80500393327,0.0157594591076,1.49912127099
