#x,rho,rhovx,energy
#system.get('generic').base('length'),((system.get('generic').base('length')**-3) * system.get('generic').base('mass')),(((system.get('generic').base('length')**-2) * (system.get('generic').base('time')**-1.0)) * system.get('generic').base('mass')),(((system.get('generic').base('length')**-1) * (system.get('generic').base('time')**-2)) * system.get('generic').base('mass'))
#length,length**-3 * mass,length**-2 * time**-1.0 * mass,length**-1 * time**-2 * mass
0.00166666666667,2.38175319223,-0.731700516861,0.744875844843
0.005,2.38167030366,-0.731780325505,0.744813708968
0.00833333333333,2.38174361129,-0.731846354831,0.744792567126
0.0116666666667,2.38197667814,-0.731829071711,0.744843328725
0.015,2.38331844296,-0.731547236135,0.745256375668
0.0183333333333,2.38869156228,-0.730292778854,0.746982393642
0.0216666666667,2.40372781672,-0.726710856229,0.751860380062
0.025,2.43444695493,-0.719160114821,0.761956275225
0.0283333333333,2.48335609554,-0.706543811303,0.778342388258
0.0316666666667,2.54841338778,-0.688650660695,0.800727173219
0.035,2.62549170305,-0.66584068647,0.828137359126
0.0383333333333,2.71084649397,-0.638590145653,0.859647544444
0.0416666666667,2.8019525794,-0.607250295694,0.894657836199
0.045,2.89732477686,-0.572010060414,0.932867662866
0.0483333333333,2.99611722029,-0.532943249937,0.974167963776
0.0516666666667,3.09781151175,-0.490066991907,1.01854740534
0.055,3.20202055455,-0.443391552871,1.06602555831
0.0583333333333,3.30835800422,-0.392967573994,1.11659842027
0.0616666666667,3.41631534649,-0.338949215525,1.17017300399
0.065,3.52507562749,-0.281709916481,1.22645273938
0.0683333333333,3.63314339327,-0.222088851628,1.28469688224
0.0716666666667,3.73760328868,-0.161905932116,1.34322063603
0.075,3.83297766888,-0.104806326338,1.39857869379
0.0783333333333,3.91077247093,-0.056740149536,1.44510154295
0.0816666666667,3.96279465833,-0.0238659032505,1.47690427077
0.085,3.98862940841,-0.00732539288525,1.49290900413
0.0883333333333,3.99749677425,-0.00161511640303,1.49843629107
0.0916666666667,3.99958537179,-0.000267621550161,1.49974088072
0.095,3.99994416332,-3.60420613446e-05,1.49996510251
0.0983333333333,3.99999344106,-4.23377376863e-06,1.49999590067
0.101666666667,3.99999929705,-4.53750361273e-07,1.49999956066
0.105,3.99999992964,-4.54164824019e-08,1.49999995603
0.108333333333,3.99999999335,-4.29154300351e-09,1.49999999584
0.111666666667,3.9999999994,-3.84699022093e-10,1.49999999963
0.115,3.99999999995,-3.27911158544e-11,1.49999999997
0.118333333333,4.0,-2.66208026402e-12,1.5
0.121666666667,4.0,-2.05095413107e-13,1.5
0.125,4.0,-1.48419996817e-14,1.5
0.128333333333,4.0,-7.55375597852e-16,1.5
0.131666666667,4.0,0.0,1.5
0.135,4.0,0.0,1.5
0.138333333333,4.0,0.0,1.5
0.141666666667,4.0,0.0,1.5
0.145,4.0,0.0,1.5
0.148333333333,4.0,0.0,1.5
0.151666666667,4.0,0.0,1.5
0.155,4.0,0.0,1.5
0.158333333333,4.0,0.0,1.5
0.161666666667,4.0,0.0,1.5
0.165,4.0,0.0,1.5
0.168333333333,4.0,0.0,1.5
0.171666666667,4.0,0.0,1.5
0.175,4.0,0.0,1.5
0.178333333333,4.0,0.0,1.5
0.181666666667,4.0,0.0,1.5
0.185,4.0,0.0,1.5
0.188333333333,4.0,0.0,1.5
0.191666666667,4.0,0.0,1.5
0.195,4.0,0.0,1.5
0.198333333333,4.0,0.0,1.5
0.201666666667,4.0,0.0,1.5
0.205,4.0,0.0,1.5
0.208333333333,4.0,0.0,1.5
0.211666666667,4.0,0.0,1.5
0.215,4.0,0.0,1.5
0.218333333333,4.0,0.0,1.5
0.221666666667,4.0,0.0,1.5
0.225,4.0,0.0,1.5
0.228333333333,4.0,0.0,1.5
0.231666666667,4.0,0.0,1.5
0.235,4.0,0.0,1.5
0.238333333333,4.0,0.0,1.5
0.241666666667,4.0,0.0,1.5
0.245,4.0,0.0,1.5
0.248333333333,4.0,0.0,1.5
0.251666666667,4.0,0.0,1.5
0.255,4.0,0.0,1.5
0.258333333333,4.0,0.0,1.5
0.261666666667,4.0,0.0,1.5
0.265,4.0,0.0,1.5
0.268333333333,4.0,0.0,1.5
0.271666666667,4.0,0.0,1.5
0.275,4.0,0.0,1.5
0.278333333333,4.0,0.0,1.5
0.281666666667,4.0,0.0,1.5
0.285,4.0,0.0,1.5
0.288333333333,4.0,0.0,1.5
0.291666666667,4.0,0.0,1.5
0.295,4.0,0.0,1.5
0.298333333333,4.0,0.0,1.5
0.301666666667,4.0,0.0,1.5
0.305,4.0,0.0,1.5
0.308333333333,4.0,0.0,1.5
0.311666666667,4.0,0.0,1.5
0.315,4.0,0.0,1.5
0.318333333333,4.0,0.0,1.5
0.321666666667,4.0,0.0,1.5
0.325,4.0,0.0,1.5
0.328333333333,4.0,0.0,1.5
0.331666666667,4.0,0.0,1.5
0.335,4.0,0.0,1.5
0.338333333333,4.0,0.0,1.5
0.341666666667,4.0,0.0,1.5
0.345,4.0,0.0,1.5
0.348333333333,4.0,0.0,1.5
0.351666666667,4.0,0.0,1.5
0.355,4.0,0.0,1.5
0.358333333333,4.0,0.0,1.5
0.361666666667,4.0,0.0,1.5
0.365,4.0,0.0,1.5
0.368333333333,4.0,0.0,1.5
0.371666666667,4.0,7.20785251019e-16,1.5
0.375,4.0,1.50359420926e-14,1.5
0.378333333333,4.0,2.05357936696e-13,1.5
0.381666666667,4.0,2.661499024e-12,1.5
0.385,3.99999999995,3.2790763796e-11,1.49999999997
0.388333333333,3.9999999994,3.84702032011e-10,1.49999999963
0.391666666667,3.99999999335,4.2915426557e-09,1.49999999584
0.395,3.99999992964,4.54164785415e-08,1.49999995603
0.398333333333,3.99999929705,4.53750363406e-07,1.49999956066
0.401666666667,3.99999344106,4.23377376928e-06,1.49999590067
0.405,3.99994416332,3.60420613457e-05,1.49996510251
