   24.222980      1.27668029E+10
   24.222980      1.27668029E+10
   24.222979      1.17197773E+10
   24.222979      1.17197773E+10
   24.222979      1.17197773E+10
   24.222979      1.17197773E+10
   24.222977      1.05381734E+10
   24.222977      1.05381734E+10
   24.222977      1.05381734E+10
   24.222975      9.46845491E+09
   24.222975      9.46845491E+09
   24.222975      9.46845491E+09
   24.222973      9.10997914E+09
   24.222973      9.10997914E+09
   24.222973      9.10997914E+09
   24.222971      7.88606413E+09
   24.222971      7.88606413E+09
   24.222971      7.88606413E+09
   24.222971      7.88606413E+09
   24.222969      7.61080269E+09
   24.222969      7.61080269E+09
   24.222969      7.61080269E+09
   24.222967      7.10296627E+09
   24.222967      7.10296627E+09
   24.222967      7.10296627E+09
   24.222965      6.11111885E+09
   24.222965      6.11111885E+09
   24.222965      6.11111885E+09
   24.222963      5.84017357E+09
   24.222963      5.84017357E+09
   24.222963      5.84017357E+09
   24.222961      5.26710733E+09
   24.222961      5.26710733E+09
   24.222960      5.17695181E+09
   24.222960      5.17695181E+09
   24.222960      5.17695181E+09
   24.222958      4.50999552E+09
   24.222958      4.50999552E+09
   24.222958      4.50999552E+09
   24.222956      4.26306150E+09
   24.222956      4.26306150E+09
   24.222956      4.26306150E+09
   24.222954      3.97360154E+09
   24.222954      3.97360154E+09
   24.222952      3.76126336E+09
   24.222952      3.76126336E+09
   24.222952      3.76126336E+09
   24.222950      3.41527757E+09
   24.222950      3.41527757E+09
   24.222950      3.41527757E+09
   24.222948      3.11654400E+09
   24.222948      3.11654400E+09
   24.222946      3.06202138E+09
   24.222946      3.06202138E+09
   24.222946      3.06202138E+09
   24.222944      2.67420083E+09
   24.222944      2.67420083E+09
   24.222942      2.71900698E+09
   24.222942      2.71900698E+09
   24.222942      2.71900698E+09
   24.222940      2.49698790E+09
   24.222940      2.49698790E+09
   24.222939      2.26619904E+09
   24.222939      2.26619904E+09
   24.222937      2.08721139E+09
   24.222937      2.08721139E+09
   24.222937      2.08721139E+09
   24.222935      2.02479002E+09
   24.222935      2.02479002E+09
   24.222933      1.95175283E+09
   24.222933      1.95175283E+09
   24.222931      1.74966643E+09
   24.222931      1.74966643E+09
   24.222929      1.64017613E+09
   24.222929      1.64017613E+09
   24.222929      1.64017613E+09
   24.222927      1.61709606E+09
   24.222927      1.61709606E+09
   24.222925      1.52580288E+09
   24.222925      1.52580288E+09
   24.222923      1.39140749E+09
   24.222923      1.39140749E+09
   24.222921      1.30865318E+09
   24.222921      1.30865318E+09
   24.222919      1.29665024E+09
   24.222919      1.29665024E+09
   24.222918      1.15134285E+09
   24.222918      1.15134285E+09
   24.222916      1.15018752E+09
   24.222916      1.15018752E+09
   24.222914      1.10646528E+09
   24.222914      1.10646528E+09
   24.222912      9.58261120E+08
   24.222912      9.58261120E+08
   24.222910      9.36065792E+08
   24.222910      9.36065792E+08
   24.222908      8.88307072E+08
   24.222908      8.88307072E+08
   24.222906      8.84923648E+08
   24.222906      8.84923648E+08
   24.222904      8.12049728E+08
   24.222904      8.12049728E+08
   24.222902      7.61368704E+08
   24.222902      7.61368704E+08
   24.222900      7.23096704E+08
   24.222898      7.14506240E+08
   24.222898      7.14506240E+08
   24.222897      6.79374912E+08
   24.222897      6.79374912E+08
   24.222895      5.92626304E+08
   24.222895      5.92626304E+08
   24.222893      6.07967552E+08
   24.222893      6.07967552E+08
   24.222891      5.56588672E+08
   24.222889      5.62566144E+08
   24.222889      5.62566144E+08
   24.222887      5.39349120E+08
   24.222887      5.39349120E+08
   24.222885      4.92771808E+08
   24.222883      4.72164704E+08
   24.222883      4.72164704E+08
   24.222881      4.39384864E+08
   24.222881      4.39384864E+08
   24.222879      4.47382144E+08
   24.222878      4.22315456E+08
   24.222878      4.22315456E+08
   24.222876      3.90264448E+08
   24.222874      3.89677952E+08
   24.222874      3.89677952E+08
   24.222872      3.77697376E+08
   24.222872      3.77697376E+08
   24.222870      3.52225376E+08
   24.222868      3.34143776E+08
   24.222868      3.34143776E+08
   24.222866      3.28247008E+08
   24.222864      3.06110688E+08
   24.222864      3.06110688E+08
   24.222862      3.12705440E+08
   24.222860      2.94292128E+08
   24.222860      2.94292128E+08
   24.222858      2.73926720E+08
   24.222857      2.49299136E+08
   24.222855      2.56718144E+08
   24.222855      2.56718144E+08
   24.222853      2.53937296E+08
   24.222851      2.38485488E+08
   24.222851      2.38485488E+08
   24.222849      2.25280176E+08
   24.222847      2.08593920E+08
   24.222847      2.08593920E+08
   24.222845      2.11265536E+08
   24.222843      2.03020528E+08
