-3.00   9000. 4.50  -0.266   0.017   0.072   0.018   0.041
-3.00   9000. 5.00  -0.286  -0.029   0.109   0.028   0.056
-3.00   9250. 0.00  -0.337  -0.239  -0.014   0.023   0.032
-3.00   9250. 0.50  -0.337  -0.239  -0.014   0.023   0.032
-3.00   9250. 1.00  -0.337  -0.239  -0.014   0.023   0.032
-3.00   9250. 1.50  -0.337  -0.239  -0.014   0.023   0.032
-3.00   9250. 2.00  -0.313  -0.161  -0.040   0.006   0.019
-3.00   9250. 2.50  -0.300  -0.097  -0.046  -0.002   0.012
-3.00   9250. 3.00  -0.293  -0.044  -0.035  -0.004   0.010
-3.00   9250. 3.50  -0.290  -0.005  -0.013  -0.004   0.013
-3.00   9250. 4.00  -0.292   0.013   0.016   0.000   0.018
-3.00   9250. 4.50  -0.300   0.007   0.051   0.006   0.027
-3.00   9250. 5.00  -0.313  -0.027   0.089   0.014   0.039
-3.00   9500. 0.00  -0.390  -0.275  -0.020   0.020   0.028
-3.00   9500. 0.50  -0.390  -0.275  -0.020   0.020   0.028
-3.00   9500. 1.00  -0.390  -0.275  -0.020   0.020   0.028
-3.00   9500. 1.50  -0.390  -0.275  -0.020   0.020   0.028
-3.00   9500. 2.00  -0.367  -0.202  -0.045   0.004   0.016
-3.00   9500. 2.50  -0.352  -0.137  -0.053  -0.005   0.007
-3.00   9500. 3.00  -0.344  -0.084  -0.047  -0.009   0.004
-3.00   9500. 3.50  -0.339  -0.041  -0.028  -0.010   0.005
-3.00   9500. 4.00  -0.337  -0.014  -0.001  -0.008   0.008
-3.00   9500. 4.50  -0.340  -0.010   0.033  -0.004   0.015
-3.00   9500. 5.00  -0.348  -0.032   0.072   0.002   0.026
-3.00   9750. 0.00  -0.443  -0.307  -0.026   0.017   0.023
-3.00   9750. 0.50  -0.443  -0.307  -0.026   0.017   0.023
-3.00   9750. 1.00  -0.443  -0.307  -0.026   0.017   0.023
-3.00   9750. 1.50  -0.443  -0.307  -0.026   0.017   0.023
-3.00   9750. 2.00  -0.422  -0.239  -0.049   0.002   0.012
-3.00   9750. 2.50  -0.406  -0.175  -0.060  -0.008   0.003
