  5750. 8.5 -0.154 -0.274  0.586  0.386  0.390
  6000. 8.5 -0.129 -0.333  0.535  0.354  0.359
  6250. 8.5 -0.126 -0.383  0.492  0.326  0.333
  6500. 8.5 -0.124 -0.434  0.449  0.299  0.308
  6750. 8.5 -0.137 -0.476  0.413  0.276  0.286
  7000. 8.5 -0.149 -0.518  0.377  0.253  0.264
  7250. 8.5 -0.166 -0.548  0.350  0.234  0.245
  7500. 8.5 -0.183 -0.577  0.323  0.215  0.226
  7750. 8.5 -0.201 -0.596  0.303  0.198  0.208
  8000. 8.5 -0.219 -0.615  0.283  0.181  0.191
  8250. 8.5 -0.236 -0.627  0.269  0.166  0.176
  8500. 8.5 -0.254 -0.638  0.255  0.151  0.160
  8750. 8.5 -0.271 -0.644  0.245  0.137  0.145
  9000. 8.5 -0.287 -0.650  0.236  0.123  0.130
  9250. 8.5 -0.303 -0.652  0.230  0.110  0.116
  9500. 8.5 -0.319 -0.654  0.224  0.096  0.102
  9750. 8.5 -0.336 -0.654  0.220  0.083  0.089
 10000. 8.5 -0.353 -0.654  0.216  0.070  0.076
 10250. 8.5 -0.374 -0.654  0.213  0.058  0.064
 10500. 8.5 -0.396 -0.654  0.210  0.045  0.051
 10750. 8.5 -0.424 -0.655  0.207  0.034  0.041
 11000. 8.5 -0.452 -0.657  0.204  0.023  0.030
 11250. 8.5 -0.487 -0.661  0.200  0.014  0.020
 11500. 8.5 -0.521 -0.665  0.197  0.004  0.010
 11750. 8.5 -0.561 -0.671  0.192 -0.005  0.002
 12000. 8.5 -0.601 -0.676  0.187 -0.013 -0.006
 12250. 8.5 -0.645 -0.683  0.183 -0.021 -0.013
 12500. 8.5 -0.688 -0.689  0.178 -0.028 -0.021
 12750. 8.5 -0.739 -0.694  0.174 -0.034 -0.027
 13000. 8.5 -0.790 -0.698  0.169 -0.039 -0.032
 13250. 8.5 -0.845 -0.701  0.164 -0.043 -0.036
 13500. 8.5 -0.899 -0.705  0.160 -0.048 -0.041
 13750. 8.5 -0.949 -0.710  0.154 -0.052 -0.046
 14000. 8.5 -1.000 -0.715  0.148 -0.056 -0.050
 14250. 8.5 -1.046 -0.721  0.141 -0.060 -0.054
 14500. 8.5 -1.093 -0.727  0.135 -0.064 -0.059
 14750. 8.5 -1.138 -0.734  0.127 -0.067 -0.064
 15000. 8.5 -1.182 -0.741  0.119 -0.070 -0.068
 15250. 8.5 -1.225 -0.749  0.111 -0.073 -0.072
 15500. 8.5 -1.268 -0.757  0.103 -0.075 -0.075
 15750. 8.5 -1.311 -0.766  0.095 -0.077 -0.078
 16000. 8.5 -1.353 -0.774  0.087 -0.079 -0.081
 16250. 8.5 -1.394 -0.783  0.079 -0.081 -0.084
 16500. 8.5 -1.435 -0.791  0.072 -0.082 -0.087
 16750. 8.5 -1.475 -0.800  0.064 -0.083 -0.089
 17000. 8.5 -1.516 -0.809  0.057 -0.085 -0.092
 17250. 8.5 -1.552 -0.817  0.051 -0.086 -0.094
 17500. 8.5 -1.589 -0.826  0.045 -0.087 -0.096
 17750. 8.5 -1.625 -0.834  0.039 -0.089 -0.098
 18000. 8.5 -1.661 -0.842  0.033 -0.090 -0.100
 18250. 8.5 -1.698 -0.851  0.027 -0.091 -0.102
 18500. 8.5 -1.734 -0.859  0.021 -0.093 -0.104
 18750. 8.5 -1.770 -0.867  0.014 -0.094 -0.107
 19000. 8.5 -1.807 -0.876  0.008 -0.095 -0.109
 19250. 8.5 -1.843 -0.884  0.002 -0.096 -0.111
 19500. 8.5 -1.879 -0.892 -0.004 -0.098 -0.113
 19750. 8.5 -1.916 -0.901 -0.010 -0.099 -0.115
 20000. 8.5 -1.952 -0.909 -0.016 -0.100 -0.117
 25000. 8.5 -2.532 -1.034 -0.105 -0.119 -0.148
 30000. 8.5 -2.953 -1.128 -0.178 -0.130 -0.170
 35000. 8.5 -3.337 -1.181 -0.226 -0.134 -0.181
 40000. 8.5 -3.740 -1.206 -0.251 -0.137 -0.187
 45000. 8.5 -4.121 -1.221 -0.267 -0.139 -0.191
 50000. 8.5 -4.475 -1.232 -0.278 -0.140 -0.194
 55000. 8.5 -4.802 -1.241 -0.287 -0.141 -0.197
 60000. 8.5 -5.103 -1.247 -0.295 -0.142 -0.199
 65000. 8.5 -5.382 -1.253 -0.301 -0.143 -0.201
 70000. 8.5 -5.641 -1.258 -0.306 -0.144 -0.202
 75000. 8.5 -5.882 -1.262 -0.310 -0.145 -0.204
 80000. 8.5 -6.109 -1.265 -0.314 -0.146 -0.205
 85000. 8.5 -6.321 -1.269 -0.318 -0.147 -0.206
 90000. 8.5 -6.522 -1.272 -0.321 -0.147 -0.207
 95000. 8.5 -6.711 -1.274 -0.324 -0.148 -0.208
100000. 8.5 -6.890 -1.277 -0.327 -0.148 -0.209
  1500. 9.0  1.180  1.066  1.579  0.119 -3.003
  1750. 9.0  0.993  0.941  1.497  0.279 -2.182
  2000. 9.0  0.784  0.761  1.419  0.457 -1.343
  2250. 9.0  0.591  0.672  1.367  0.564 -0.688
  2500. 9.0  0.406  0.578  1.293  0.629 -0.197
  2750. 9.0  0.232  0.496  1.228  0.673  0.170
  3000. 9.0  0.077  0.426  1.179  0.698  0.417
  3250. 9.0 -0.048  0.359  1.125  0.697  0.560
  3500. 9.0 -0.146  0.296  1.074  0.681  0.622
  3750. 9.0 -0.220  0.235  1.023  0.657  0.634
  4000. 9.0 -0.272  0.175  0.973  0.628  0.621
  4250. 9.0 -0.301  0.114  0.922  0.596  0.596
  4500. 9.0 -0.304  0.050  0.867  0.562  0.564
  4750. 9.0 -0.284 -0.016  0.810  0.526  0.528
  5000. 9.0 -0.250 -0.084  0.751  0.489  0.491
  5250. 9.0 -0.211 -0.152  0.691  0.453  0.454
  5500. 9.0 -0.176 -0.216  0.636  0.418  0.420
  5750. 9.0 -0.150 -0.275  0.584  0.386  0.389
  6000. 9.0 -0.125 -0.333  0.533  0.354  0.358
  6250. 9.0 -0.120 -0.382  0.491  0.327  0.333
  6500. 9.0 -0.116 -0.432  0.450  0.300  0.308
  6750. 9.0 -0.127 -0.475  0.414  0.277  0.286
  7000. 9.0 -0.139 -0.517  0.379  0.254  0.265
  7250. 9.0 -0.159 -0.551  0.350  0.235  0.246
  7500. 9.0 -0.179 -0.585  0.322  0.215  0.228
  7750. 9.0 -0.201 -0.609  0.301  0.198  0.211
  8000. 9.0 -0.223 -0.633  0.281  0.181  0.195
  8250. 9.0 -0.244 -0.650  0.266  0.167  0.180
  8500. 9.0 -0.265 -0.666  0.251  0.152  0.165
  8750. 9.0 -0.284 -0.677  0.241  0.139  0.150
  9000. 9.0 -0.303 -0.688  0.231  0.125  0.136
  9250. 9.0 -0.322 -0.694  0.225  0.112  0.123
  9500. 9.0 -0.340 -0.701  0.218  0.100  0.110
  9750. 9.0 -0.358 -0.705  0.214  0.088  0.097
 10000. 9.0 -0.376 -0.709  0.211  0.076  0.085
 10250. 9.0 -0.396 -0.712  0.209  0.064  0.073
 10500. 9.0 -0.417 -0.716  0.207  0.052  0.062
 10750. 9.0 -0.442 -0.720  0.205  0.042  0.052
 11000. 9.0 -0.466 -0.723  0.203  0.031  0.041
 11250. 9.0 -0.497 -0.729  0.200  0.021  0.032
 11500. 9.0 -0.528 -0.734  0.198  0.012  0.022
 11750. 9.0 -0.564 -0.740  0.194  0.003  0.014
 12000. 9.0 -0.600 -0.746  0.191 -0.005  0.006
 12250. 9.0 -0.639 -0.754  0.186 -0.012 -0.001
 12500. 9.0 -0.678 -0.762  0.182 -0.020 -0.009
 12750. 9.0 -0.721 -0.769  0.177 -0.026 -0.015
 13000. 9.0 -0.764 -0.776  0.172 -0.032 -0.022
 13250. 9.0 -0.811 -0.782  0.168 -0.037 -0.027
 13500. 9.0 -0.857 -0.788  0.163 -0.042 -0.033
 13750. 9.0 -0.908 -0.793  0.160 -0.046 -0.038
 14000. 9.0 -0.960 -0.797  0.156 -0.051 -0.042
 14250. 9.0 -1.012 -0.801  0.152 -0.054 -0.045
 14500. 9.0 -1.063 -0.806  0.147 -0.058 -0.049
 14750. 9.0 -1.112 -0.810  0.142 -0.061 -0.053
