#     2.117516         4.000000      200
      10.57500        0.7439426        0.8074309    
      10.65000        0.7579026        0.8096726    
      10.72500        0.7709320        0.8098926    
      10.80000        0.7871715        0.8085976    
      10.87500        0.8015490        0.8050117    
      10.95000        0.8142310        0.8010734    
      11.02500        0.8257885        0.7954317    
      11.10000        0.8386701        0.7866787    
      11.17500        0.8492836        0.7760010    
      11.25000        0.8604146        0.7615817    
      11.32500        0.8690737        0.7453945    
      11.40000        0.8781958        0.7254720    
      11.47500        0.8809933        0.7033828    
      11.55000        0.8828995        0.6783043    
      11.62500        0.8767820        0.6508050    
      11.70000        0.8690872        0.6219197    
      11.77500        0.8520504        0.5899652    
      11.85000        0.8301197        0.5572068    
      11.92500        0.7988651        0.5225959    
      12.00000        0.7613414        0.4880992    
      12.07500        0.7161679        0.4525300    
      12.15000        0.6645113        0.4174193    
      12.22500        0.6061652        0.3824114    
      12.30000        0.5443828        0.3483365    
      12.37500        0.4787240        0.3156958    
      12.45000        0.4140954        0.2845393    
      12.52500        0.3487746        0.2547645    
      12.60000        0.2881792        0.2271794    
      12.67500        0.2312803        0.2013647    
      12.75000        0.1813353        0.1776324    
      12.82500        0.1379623        0.1564240    
      12.90000        0.1019403        0.1365297    
      12.97500        0.7290154E-01    0.1195180    
      13.05000        0.5051067E-01    0.1035312    
      13.12500        0.3338565E-01    0.9057588E-01
      13.20000        0.2139641E-01    0.7859499E-01
      13.27500        0.1315447E-01    0.6827582E-01
      13.35000        0.7796127E-02    0.5912831E-01
      13.42500        0.4437215E-02    0.5143001E-01
      13.50000        0.2427232E-02    0.4443706E-01
      13.57500        0.1270631E-02    0.3856319E-01
      13.65000        0.6402339E-03    0.3332983E-01
      13.72500        0.3072558E-03    0.2896631E-01
      13.80000        0.1412708E-03    0.2514234E-01
      13.87500        0.6209554E-04    0.2186802E-01
      13.95000        0.2605234E-04    0.1904559E-01
      14.02500        0.1041720E-04    0.1663881E-01
      14.10000        0.3991866E-05    0.1449401E-01
      14.17500        0.1448331E-05    0.1270685E-01
      14.25000        0.5028946E-06    0.1117765E-01
      14.32500        0.1659661E-06    0.9797874E-02
      14.40000        0.5216802E-07    0.8639119E-02
      14.47500        0.1557855E-07    0.7640981E-02
      14.55000        0.4446193E-08    0.6744875E-02
      14.62500        0.1198901E-08    0.5981375E-02
      14.70000        0.3089992E-09    0.5310314E-02
      14.77500        0.7533228E-10    0.4718360E-02
      14.85000        0.1751352E-10    0.4215180E-02
      14.92500        0.3860894E-11    0.3753232E-02
      15.00000        0.8096505E-12    0.3351412E-02
