#     2.117516         4.000000      200
      0.000000         1.000000        0.3493284    
     0.7500000E-01    0.9260793        0.3890571    
     0.1500000         1.057849        0.4189789    
     0.2250000         1.058526        0.4579906    
     0.3000000         1.071804        0.4881331    
     0.3750000         1.062101        0.5295314    
     0.4500000         1.098404        0.5663534    
     0.5250000         1.058305        0.5973090    
     0.6000000         1.077898        0.6306060    
     0.6750000         1.085414        0.6710758    
     0.7500000         1.085549        0.6957586    
     0.8250000         1.078450        0.7204489    
     0.9000000         1.090633        0.7431915    
     0.9750000         1.073623        0.7576144    
      1.050000         1.081779        0.7736697    
      1.125000         1.082920        0.7931297    
      1.200000         1.074386        0.8004251    
      1.275000         1.068048        0.8069957    
      1.350000         1.072570        0.8190597    
      1.425000         1.068409        0.8256172    
      1.500000         1.062158        0.8272036    
      1.575000         1.049555        0.8257380    
      1.650000         1.051656        0.8309889    
      1.725000         1.043010        0.8328538    
      1.800000         1.037435        0.8317212    
      1.875000         1.027124        0.8304779    
      1.950000         1.026038        0.8328493    
      2.025000         1.020102        0.8335750    
      2.100000         1.010727        0.8288000    
      2.175000         1.005346        0.8285466    
      2.250000        0.9971657        0.8256453    
      2.325000        0.9908229        0.8242186    
      2.400000        0.9877986        0.8248776    
      2.475000        0.9816296        0.8251669    
      2.550000        0.9766275        0.8224882    
      2.625000        0.9663042        0.8183171    
      2.700000        0.9651994        0.8185988    
      2.775000        0.9558686        0.8158703    
      2.850000        0.9534396        0.8144778    
      2.925000        0.9461936        0.8121510    
      3.000000        0.9419948        0.8093287    
      3.075000        0.9402468        0.8124800    
      3.150000        0.9326749        0.8068841    
      3.225000        0.9245684        0.8040509    
      3.300000        0.9227542        0.8026496    
      3.375000        0.9168329        0.8017965    
      3.450000        0.9153428        0.8001966    
      3.525000        0.9102034        0.7980407    
      3.600000        0.9067215        0.7940205    
      3.675000        0.9018981        0.7932357    
      3.750000        0.8966846        0.7895653    
      3.825000        0.8924865        0.7900911    
      3.900000        0.8871055        0.7862358    
      3.975000        0.8831418        0.7850512    
      4.050000        0.8820114        0.7846634    
      4.125000        0.8754786        0.7809661    
      4.200000        0.8754175        0.7784995    
      4.275000        0.8700058        0.7759810    
      4.350000        0.8698078        0.7730641    
      4.425000        0.8646005        0.7716066    
      4.500000        0.8601506        0.7703995    
      4.575000        0.8571162        0.7698008    
      4.650000        0.8507711        0.7684872    
      4.725000        0.8488750        0.7647802    
      4.800000        0.8429846        0.7645406    
      4.875000        0.8418893        0.7612651    
      4.950000        0.8376181        0.7604049    
      5.025000        0.8378101        0.7589719    
      5.100000        0.8348485        0.7558478    
      5.175000        0.8317589        0.7523065    
      5.250000        0.8313174        0.7501412    
      5.325000        0.8248410        0.7492392    
      5.400000        0.8235202        0.7488603    
      5.475000        0.8183553        0.7490417    
      5.550000        0.8146368        0.7465495    
      5.625000        0.8100518        0.7452157    
      5.700000        0.8072793        0.7439677    
      5.775000        0.8049988        0.7426629    
      5.850000        0.8025281        0.7426807    
      5.925000        0.8001780        0.7403317    
      6.000000        0.7982441        0.7389426    
      6.075000        0.7959241        0.7362336    
      6.150000        0.7952338        0.7340971    
      6.225000        0.7937219        0.7336879    
      6.300000        0.7935798        0.7313807    
      6.375000        0.7883421        0.7310111    
      6.450000        0.7861581        0.7309478    
      6.525000        0.7803268        0.7289855    
      6.600000        0.7782999        0.7298075    
      6.675000        0.7750781        0.7285752    
      6.750000        0.7725247        0.7283620    
      6.825000        0.7702639        0.7277551    
      6.900000        0.7676596        0.7258666    
      6.975000        0.7656265        0.7256202    
      7.050000        0.7654883        0.7245712    
      7.125000        0.7626175        0.7231895    
      7.200000        0.7637745        0.7227669    
      7.275000        0.7617176        0.7200467    
      7.350000        0.7622752        0.7184699    
      7.425000        0.7623849        0.7169061    
      7.500000        0.7629804        0.7147453    
      7.575000        0.7623181        0.7146516    
      7.650000        0.7592604        0.7142095    
      7.725000        0.7542921        0.7139325    
      7.800000        0.7523351        0.7141562    
      7.875000        0.7477006        0.7138649    
      7.950000        0.7465367        0.7151812    
      8.025001        0.7432302        0.7137060    
      8.100000        0.7409776        0.7132534    
      8.175000        0.7383907        0.7121962    
      8.250000        0.7364896        0.7120181    
      8.325001        0.7343444        0.7117022    
      8.400001        0.7336497        0.7099571    
      8.475000        0.7308839        0.7087160    
      8.550000        0.7306380        0.7071456    
      8.625000        0.7279606        0.7064080    
      8.700001        0.7279574        0.7046115    
      8.775001        0.7257785        0.7028416    
      8.850000        0.7261081        0.6999745    
      8.925000        0.7243668        0.6991036    
      9.000000        0.7245404        0.6961456    
      9.075001        0.7213348        0.6956095    
      9.150001        0.7156398        0.6948528    
      9.225000        0.7094485        0.6978992    
      9.300000        0.7046127        0.6989863    
      9.375000        0.6995366        0.7038150    
      9.450001        0.6958746        0.7070700    
      9.525001        0.6926193        0.7131903    
      9.600000        0.6915281        0.7187237    
      9.675000        0.6886841        0.7253729    
      9.750000        0.6891290        0.7327644    
      9.825001        0.6877217        0.7399261    
      9.900001        0.6899249        0.7484941    
      9.975000        0.6910285        0.7560502    
      10.05000        0.6942757        0.7646772    
      10.12500        0.6971878        0.7723646    
      10.20000        0.7025907        0.7798156    
      10.27500        0.7078869        0.7872019    
      10.35000        0.7160754        0.7937526    
      10.42500        0.7234705        0.7996030    
      10.50000        0.7337734        0.8044327    
