 0.00000E+00 9.00000E+00    2251 4.00000E-03
 LogT          HIci          HeIci         HeIIci        HIIrcA        HeIIrcA       HeIIIrcA      HIIrcB        HeIIrcB       HeIIIrcB      HeDrc         HIIrccA       HeIIrccA      HeIIIrccA     HIIrccB       HeIIrccB      HeIIIrccB     HeDrcc        HIcic         HeIcic        HeIIcic       He23cic       HIcec         HeIcec        HeIIcec       
               cen92         cen92         cen92         cen92         cen92         cen92         hui97         hui97         hui97         cen92         cen92         cen92         cen92         hui97         hui97         hui97         cen92         cen92         cen92         cen92         cen92         cen92         cen92         cen92         
 8.32000E-01   0.00000E+00   0.00000E+00   0.00000E+00   8.74530E-11   4.44142E-11   3.49812E-10   3.65521E-11   6.21812E-11   1.68125E-10   0.00000E+00   6.15197E-26   3.11718E-26   2.46079E-25   3.08105E-26   5.83100E-26   5.63914E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.36000E-01   0.00000E+00   0.00000E+00   0.00000E+00   8.68908E-11   4.41551E-11   3.47563E-10   3.63491E-11   6.17532E-11   1.67202E-10   0.00000E+00   6.16899E-26   3.12767E-26   2.46759E-25   3.09231E-26   5.84444E-26   5.66043E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.40000E-01   0.00000E+00   0.00000E+00   0.00000E+00   8.63323E-11   4.38974E-11   3.45329E-10   3.61472E-11   6.13281E-11   1.66285E-10   0.00000E+00   6.18605E-26   3.13819E-26   2.47442E-25   3.10360E-26   5.85791E-26   5.68180E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.44000E-01   0.00000E+00   0.00000E+00   0.00000E+00   8.57773E-11   4.36413E-11   3.43109E-10   3.59465E-11   6.09059E-11   1.65373E-10   0.00000E+00   6.20315E-26   3.14875E-26   2.48126E-25   3.11494E-26   5.87142E-26   5.70325E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.48000E-01   0.00000E+00   0.00000E+00   0.00000E+00   8.52259E-11   4.33867E-11   3.40904E-10   3.57468E-11   6.04866E-11   1.64465E-10   0.00000E+00   6.22031E-26   3.15935E-26   2.48812E-25   3.12632E-26   5.88495E-26   5.72477E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.52000E-01   0.00000E+00   0.00000E+00   0.00000E+00   8.46781E-11   4.31336E-11   3.38712E-10   3.55483E-11   6.00702E-11   1.63563E-10   0.00000E+00   6.23751E-26   3.16998E-26   2.49500E-25   3.13773E-26   5.89852E-26   5.74637E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.56000E-01   0.00000E+00   0.00000E+00   0.00000E+00   8.41338E-11   4.28819E-11   3.36535E-10   3.53508E-11   5.96567E-11   1.62665E-10   0.00000E+00   6.25476E-26   3.18064E-26   2.50190E-25   3.14918E-26   5.91212E-26   5.76805E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.60000E-01   0.00000E+00   0.00000E+00   0.00000E+00   8.35930E-11   4.26318E-11   3.34372E-10   3.51544E-11   5.92460E-11   1.61773E-10   0.00000E+00   6.27205E-26   3.19134E-26   2.50882E-25   3.16067E-26   5.92575E-26   5.78980E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.64000E-01   0.00000E+00   0.00000E+00   0.00000E+00   8.30556E-11   4.23830E-11   3.32222E-10   3.49590E-11   5.88382E-11   1.60885E-10   0.00000E+00   6.28940E-26   3.20208E-26   2.51576E-25   3.17220E-26   5.93941E-26   5.81164E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.68000E-01   0.00000E+00   0.00000E+00   0.00000E+00   8.25217E-11   4.21358E-11   3.30087E-10   3.47647E-11   5.84332E-11   1.60002E-10   0.00000E+00   6.30679E-26   3.21286E-26   2.52272E-25   3.18376E-26   5.95310E-26   5.83355E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.72000E-01   0.00000E+00   0.00000E+00   0.00000E+00   8.19913E-11   4.18899E-11   3.27965E-10   3.45715E-11   5.80309E-11   1.59123E-10   0.00000E+00   6.32423E-26   3.22367E-26   2.52969E-25   3.19537E-26   5.96682E-26   5.85554E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.76000E-01   0.00000E+00   0.00000E+00   0.00000E+00   8.14642E-11   4.16455E-11   3.25857E-10   3.43794E-11   5.76314E-11   1.58250E-10   0.00000E+00   6.34172E-26   3.23451E-26   2.53669E-25   3.20702E-26   5.98058E-26   5.87761E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.80000E-01   0.00000E+00   0.00000E+00   0.00000E+00   8.09405E-11   4.14026E-11   3.23762E-10   3.41882E-11   5.72347E-11   1.57381E-10   0.00000E+00   6.35925E-26   3.24540E-26   2.54370E-25   3.21870E-26   5.99436E-26   5.89976E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.84000E-01   0.00000E+00   0.00000E+00   0.00000E+00   8.04202E-11   4.11610E-11   3.21681E-10   3.39982E-11   5.68407E-11   1.56517E-10   0.00000E+00   6.37684E-26   3.25632E-26   2.55074E-25   3.23042E-26   6.00818E-26   5.92199E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.88000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.99033E-11   4.09209E-11   3.19613E-10   3.38091E-11   5.64494E-11   1.55658E-10   0.00000E+00   6.39447E-26   3.26727E-26   2.55779E-25   3.24218E-26   6.02203E-26   5.94430E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.92000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.93897E-11   4.06821E-11   3.17559E-10   3.36211E-11   5.60608E-11   1.54803E-10   0.00000E+00   6.41215E-26   3.27827E-26   2.56486E-25   3.25399E-26   6.03591E-26   5.96669E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.96000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.88793E-11   4.04448E-11   3.15517E-10   3.34341E-11   5.56749E-11   1.53953E-10   0.00000E+00   6.42988E-26   3.28930E-26   2.57195E-25   3.26583E-26   6.04983E-26   5.98916E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.00000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.83723E-11   4.02088E-11   3.13489E-10   3.32482E-11   5.52916E-11   1.53108E-10   0.00000E+00   6.44766E-26   3.30036E-26   2.57907E-25   3.27771E-26   6.06377E-26   6.01172E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.04000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.78685E-11   3.99742E-11   3.11474E-10   3.30632E-11   5.49110E-11   1.52267E-10   0.00000E+00   6.46549E-26   3.31147E-26   2.58620E-25   3.28963E-26   6.07775E-26   6.03435E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.08000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.73679E-11   3.97410E-11   3.09472E-10   3.28793E-11   5.45330E-11   1.51430E-10   0.00000E+00   6.48337E-26   3.32261E-26   2.59335E-25   3.30159E-26   6.09176E-26   6.05706E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.12000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.68706E-11   3.95091E-11   3.07482E-10   3.26964E-11   5.41576E-11   1.50599E-10   0.00000E+00   6.50130E-26   3.33379E-26   2.60052E-25   3.31359E-26   6.10581E-26   6.07986E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.16000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.63764E-11   3.92786E-11   3.05506E-10   3.25144E-11   5.37848E-11   1.49771E-10   0.00000E+00   6.51928E-26   3.34501E-26   2.60771E-25   3.32563E-26   6.11988E-26   6.10274E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.20000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.58855E-11   3.90495E-11   3.03542E-10   3.23335E-11   5.34145E-11   1.48949E-10   0.00000E+00   6.53730E-26   3.35626E-26   2.61492E-25   3.33771E-26   6.13399E-26   6.12569E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.24000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.53977E-11   3.88217E-11   3.01591E-10   3.21535E-11   5.30468E-11   1.48130E-10   0.00000E+00   6.55538E-26   3.36755E-26   2.62215E-25   3.34983E-26   6.14813E-26   6.14874E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.28000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.49130E-11   3.85952E-11   2.99652E-10   3.19745E-11   5.26816E-11   1.47317E-10   0.00000E+00   6.57351E-26   3.37888E-26   2.62940E-25   3.36199E-26   6.16230E-26   6.17186E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.32000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.44314E-11   3.83700E-11   2.97726E-10   3.17965E-11   5.23190E-11   1.46507E-10   0.00000E+00   6.59168E-26   3.39025E-26   2.63667E-25   3.37419E-26   6.17651E-26   6.19507E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.36000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.39529E-11   3.81461E-11   2.95812E-10   3.16195E-11   5.19588E-11   1.45702E-10   0.00000E+00   6.60991E-26   3.40166E-26   2.64396E-25   3.38643E-26   6.19075E-26   6.21836E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.40000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.34775E-11   3.79236E-11   2.93910E-10   3.14434E-11   5.16011E-11   1.44902E-10   0.00000E+00   6.62818E-26   3.41311E-26   2.65127E-25   3.39872E-26   6.20502E-26   6.24173E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.44000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.30052E-11   3.77023E-11   2.92021E-10   3.12683E-11   5.12459E-11   1.44105E-10   0.00000E+00   6.64651E-26   3.42459E-26   2.65860E-25   3.41104E-26   6.21932E-26   6.26519E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.48000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.25359E-11   3.74824E-11   2.90144E-10   3.10942E-11   5.08932E-11   1.43313E-10   0.00000E+00   6.66489E-26   3.43611E-26   2.66596E-25   3.42340E-26   6.23366E-26   6.28873E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.52000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.20696E-11   3.72637E-11   2.88278E-10   3.09210E-11   5.05428E-11   1.42526E-10   0.00000E+00   6.68332E-26   3.44767E-26   2.67333E-25   3.43581E-26   6.24803E-26   6.31235E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.56000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.16063E-11   3.70463E-11   2.86425E-10   3.07487E-11   5.01949E-11   1.41742E-10   0.00000E+00   6.70180E-26   3.45927E-26   2.68072E-25   3.44825E-26   6.26243E-26   6.33606E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.60000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.11460E-11   3.68301E-11   2.84584E-10   3.05774E-11   4.98493E-11   1.40963E-10   0.00000E+00   6.72033E-26   3.47091E-26   2.68813E-25   3.46074E-26   6.27687E-26   6.35986E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.64000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.06887E-11   3.66153E-11   2.82755E-10   3.04070E-11   4.95062E-11   1.40188E-10   0.00000E+00   6.73891E-26   3.48259E-26   2.69556E-25   3.47327E-26   6.29134E-26   6.38374E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.68000E-01   0.00000E+00   0.00000E+00   0.00000E+00   7.02342E-11   3.64016E-11   2.80937E-10   3.02376E-11   4.91654E-11   1.39418E-10   0.00000E+00   6.75754E-26   3.49431E-26   2.70302E-25   3.48584E-26   6.30584E-26   6.40770E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.72000E-01   0.00000E+00   0.00000E+00   0.00000E+00   6.97827E-11   3.61893E-11   2.79131E-10   3.00691E-11   4.88269E-11   1.38651E-10   0.00000E+00   6.77623E-26   3.50607E-26   2.71049E-25   3.49845E-26   6.32038E-26   6.43175E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.76000E-01   0.00000E+00   0.00000E+00   0.00000E+00   6.93341E-11   3.59781E-11   2.77337E-10   2.99014E-11   4.84908E-11   1.37889E-10   0.00000E+00   6.79496E-26   3.51786E-26   2.71799E-25   3.51111E-26   6.33495E-26   6.45589E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.80000E-01   0.00000E+00   0.00000E+00   0.00000E+00   6.88884E-11   3.57682E-11   2.75554E-10   2.97348E-11   4.81570E-11   1.37130E-10   0.00000E+00   6.81375E-26   3.52970E-26   2.72550E-25   3.52380E-26   6.34955E-26   6.48011E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.84000E-01   0.00000E+00   0.00000E+00   0.00000E+00   6.84456E-11   3.55595E-11   2.73782E-10   2.95690E-11   4.78255E-11   1.36376E-10   0.00000E+00   6.83259E-26   3.54158E-26   2.73304E-25   3.53654E-26   6.36419E-26   6.50442E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.88000E-01   0.00000E+00   0.00000E+00   0.00000E+00   6.80056E-11   3.53521E-11   2.72022E-10   2.94041E-11   4.74962E-11   1.35626E-10   0.00000E+00   6.85148E-26   3.55349E-26   2.74059E-25   3.54932E-26   6.37886E-26   6.52881E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.92000E-01   0.00000E+00   0.00000E+00   0.00000E+00   6.75684E-11   3.51458E-11   2.70274E-10   2.92401E-11   4.71693E-11   1.34880E-10   0.00000E+00   6.87043E-26   3.56545E-26   2.74817E-25   3.56214E-26   6.39356E-26   6.55330E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.96000E-01   0.00000E+00   0.00000E+00   0.00000E+00   6.71341E-11   3.49408E-11   2.68536E-10   2.90770E-11   4.68446E-11   1.34138E-10   0.00000E+00   6.88942E-26   3.57744E-26   2.75577E-25   3.57500E-26   6.40830E-26   6.57786E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.67025E-11   3.47369E-11   2.66810E-10   2.89148E-11   4.65221E-11   1.33401E-10   0.00000E+00   6.90847E-26   3.58948E-26   2.76339E-25   3.58790E-26   6.42308E-26   6.60252E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.00400E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.62737E-11   3.45343E-11   2.65095E-10   2.87535E-11   4.62018E-11   1.32667E-10   0.00000E+00   6.92757E-26   3.60156E-26   2.77103E-25   3.60085E-26   6.43788E-26   6.62727E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.00800E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.58476E-11   3.43328E-11   2.63391E-10   2.85931E-11   4.58838E-11   1.31937E-10   0.00000E+00   6.94673E-26   3.61368E-26   2.77869E-25   3.61384E-26   6.45272E-26   6.65210E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.01200E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.54243E-11   3.41325E-11   2.61697E-10   2.84336E-11   4.55679E-11   1.31211E-10   0.00000E+00   6.96593E-26   3.62584E-26   2.78637E-25   3.62688E-26   6.46760E-26   6.67702E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.01600E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.50037E-11   3.39333E-11   2.60015E-10   2.82749E-11   4.52542E-11   1.30489E-10   0.00000E+00   6.98519E-26   3.63804E-26   2.79408E-25   3.63995E-26   6.48251E-26   6.70203E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.02000E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.45859E-11   3.37354E-11   2.58343E-10   2.81171E-11   4.49427E-11   1.29771E-10   0.00000E+00   7.00450E-26   3.65028E-26   2.80180E-25   3.65307E-26   6.49745E-26   6.72713E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.02400E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.41707E-11   3.35385E-11   2.56683E-10   2.79601E-11   4.46333E-11   1.29057E-10   0.00000E+00   7.02387E-26   3.66256E-26   2.80955E-25   3.66623E-26   6.51243E-26   6.75231E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.02800E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.37581E-11   3.33429E-11   2.55033E-10   2.78040E-11   4.43261E-11   1.28347E-10   0.00000E+00   7.04329E-26   3.67488E-26   2.81732E-25   3.67943E-26   6.52744E-26   6.77759E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.03200E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.33483E-11   3.31483E-11   2.53393E-10   2.76488E-11   4.40209E-11   1.27640E-10   0.00000E+00   7.06276E-26   3.68725E-26   2.82511E-25   3.69268E-26   6.54249E-26   6.80296E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.03600E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.29410E-11   3.29549E-11   2.51764E-10   2.74944E-11   4.37179E-11   1.26938E-10   0.00000E+00   7.08229E-26   3.69965E-26   2.83292E-25   3.70597E-26   6.55757E-26   6.82841E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.04000E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.25364E-11   3.27627E-11   2.50146E-10   2.73409E-11   4.34170E-11   1.26239E-10   0.00000E+00   7.10187E-26   3.71210E-26   2.84075E-25   3.71931E-26   6.57269E-26   6.85396E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.04400E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.21344E-11   3.25715E-11   2.48537E-10   2.71881E-11   4.31181E-11   1.25544E-10   0.00000E+00   7.12151E-26   3.72459E-26   2.84860E-25   3.73268E-26   6.58784E-26   6.87960E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.04800E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.17349E-11   3.23815E-11   2.46940E-10   2.70363E-11   4.28213E-11   1.24853E-10   0.00000E+00   7.14120E-26   3.73712E-26   2.85648E-25   3.74611E-26   6.60303E-26   6.90532E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.05200E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.13381E-11   3.21926E-11   2.45352E-10   2.68852E-11   4.25265E-11   1.24165E-10   0.00000E+00   7.16094E-26   3.74970E-26   2.86438E-25   3.75957E-26   6.61825E-26   6.93114E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.05600E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.09437E-11   3.20048E-11   2.43775E-10   2.67350E-11   4.22337E-11   1.23482E-10   0.00000E+00   7.18074E-26   3.76231E-26   2.87229E-25   3.77308E-26   6.63350E-26   6.95705E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.06000E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.05519E-11   3.18180E-11   2.42208E-10   2.65856E-11   4.19430E-11   1.22802E-10   0.00000E+00   7.20059E-26   3.77497E-26   2.88024E-25   3.78663E-26   6.64880E-26   6.98305E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.06400E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.01627E-11   3.16324E-11   2.40651E-10   2.64370E-11   4.16542E-11   1.22125E-10   0.00000E+00   7.22050E-26   3.78767E-26   2.88820E-25   3.80023E-26   6.66412E-26   7.00915E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.06800E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.97759E-11   3.14478E-11   2.39104E-10   2.62892E-11   4.13675E-11   1.21453E-10   0.00000E+00   7.24046E-26   3.80042E-26   2.89618E-25   3.81387E-26   6.67949E-26   7.03533E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.07200E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.93916E-11   3.12644E-11   2.37566E-10   2.61423E-11   4.10827E-11   1.20784E-10   0.00000E+00   7.26048E-26   3.81320E-26   2.90419E-25   3.82755E-26   6.69488E-26   7.06161E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.07600E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.90098E-11   3.10820E-11   2.36039E-10   2.59961E-11   4.07999E-11   1.20119E-10   0.00000E+00   7.28055E-26   3.82603E-26   2.91222E-25   3.84128E-26   6.71032E-26   7.08799E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.08000E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.86304E-11   3.09006E-11   2.34522E-10   2.58507E-11   4.05191E-11   1.19457E-10   0.00000E+00   7.30068E-26   3.83891E-26   2.92027E-25   3.85506E-26   6.72579E-26   7.11445E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.08400E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.82535E-11   3.07203E-11   2.33014E-10   2.57062E-11   4.02401E-11   1.18799E-10   0.00000E+00   7.32086E-26   3.85182E-26   2.92834E-25   3.86887E-26   6.74129E-26   7.14101E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.08800E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.78790E-11   3.05411E-11   2.31516E-10   2.55624E-11   3.99631E-11   1.18144E-10   0.00000E+00   7.34110E-26   3.86478E-26   2.93644E-25   3.88274E-26   6.75683E-26   7.16766E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.09200E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.75069E-11   3.03629E-11   2.30028E-10   2.54194E-11   3.96880E-11   1.17493E-10   0.00000E+00   7.36139E-26   3.87779E-26   2.94456E-25   3.89665E-26   6.77241E-26   7.19441E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.09600E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.71372E-11   3.01858E-11   2.28549E-10   2.52772E-11   3.94148E-11   1.16846E-10   0.00000E+00   7.38174E-26   3.89084E-26   2.95270E-25   3.91060E-26   6.78802E-26   7.22125E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.10000E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.67699E-11   3.00097E-11   2.27080E-10   2.51358E-11   3.91435E-11   1.16202E-10   0.00000E+00   7.40215E-26   3.90393E-26   2.96086E-25   3.92460E-26   6.80367E-26   7.24818E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
