0.730  3.723 33.191 32.945  -0.27802  -0.02277   0.56392   0.83318   0.31173   0.03329
0.710  3.391 30.160 16.813   0.01431  -0.35319  -0.17973  -0.04989   0.63208   0.75142   
0.054  2.965 24.193  7.246  -0.20154   0.46968  -0.70766   0.78667  -0.22753   0.02481   
0.124  1.556 25.786  1.908   0.51925   0.45726  -0.31550   0.21464  -0.63890  -0.06315   
0.484  2.945 17.869  7.805   0.17060   0.05749  -0.22310  -0.21193   0.35565   0.01632   
0.377  3.687 13.821 11.149  -0.29310   0.00865  -0.05314  -0.46282   0.26435   0.94049   
0.765  3.521 23.229  1.146  -0.17660   0.66133  -0.31986   0.70660  -0.16939  -0.53766   
0.513  2.626 17.591  5.360  -0.04561   0.41754  -0.23741  -0.52033  -0.10869  -0.52261   
0.444  3.172 13.805  8.847  -0.13466   0.58555   0.80762   0.24327   0.52945  -0.86077   
0.555  3.403 13.854  7.192  -0.08632   0.37723  -2.97243   0.03079   0.09113  -0.15175   
0.460  3.067 10.647 10.165   0.39759   0.60671   0.00644   0.15424  -0.07942   0.12470   
0.652  3.434 19.085  0.971   0.69784  -1.25058  -0.34225  -0.09399  -0.75397   0.17752   
0.719  4.028 12.366  7.355   0.29555  -0.58875   0.12471  -0.11027  -0.78512  -0.14447   
0.015  1.079 14.639  4.058  -1.47178  -0.49368  -1.45669   0.18334  -0.00815   0.19808   
0.104  1.609 10.010  8.232   0.56160   0.52911   0.50128  -0.02934  -0.36186  -0.65549   
0.523  2.865 13.658  3.586   0.35071  -0.51687   0.54394  -0.07940   0.08057   0.55464   
0.542  3.048  9.918  6.150  -0.33516  -0.39117   0.06560   0.44683  -0.10872  -0.28149   
0.727  3.898 11.387  4.667   0.42753  -0.15040   0.04069  -0.64711  -0.74086   0.14192   
0.739  3.383 11.541  4.267  -1.36597   0.95490  -2.30162   0.02458   0.07731  -0.02156   
0.712  3.269  8.543  6.635  -0.26923   0.31095  -0.08894  -0.53640   0.04483  -0.81845   
0.423  3.491  7.624  7.334   0.34691   0.75127  -0.04587  -0.39582  -0.45482   0.25159   
0.401  3.944  8.174  5.695   0.30946  -0.69661  -0.23692   0.85679   0.18255   0.04312   
0.496  3.217 10.401  3.067   0.74279   0.82361  -0.06126   0.58405  -0.07672  -0.51174   
0.719  3.297 10.106  3.187   0.58245   0.46808   0.14987   0.90705  -0.61231   0.17000   
0.226  1.859  8.498  4.579  -1.88647  -2.63169  -1.57130  -0.03205   0.09891  -0.08371   
0.799  3.706  6.738  6.205  -0.52541  -0.44247  -0.23555  -0.24762  -0.21697  -0.93276   
0.604  2.879  8.440  4.340  -0.47218  -0.71451   0.02815  -0.02741  -0.46806   0.51692   
0.729  3.914  9.953  2.754  -0.09446   0.54782  -0.12287   0.34932   0.50090  -0.49409   
0.220  2.438  6.858  5.521  -0.39030   0.01852   0.10438   0.63201   0.31383  -0.44362   
0.669  3.418  8.169  3.795  -0.12637  -0.30528   0.44884  -0.43965  -0.75356   0.24349   
0.453  2.462  7.355  4.475  -0.40719   0.71443  -0.30734  -0.29907   0.34843   0.18695   
0.304  3.176  8.461  2.965   0.24199   0.45397   0.47318   0.15661  -0.80400  -0.02171   
0.199  1.835  8.375  2.486   0.12222   0.05021  -0.72684   0.85106   0.34323  -0.48379   
0.572  3.266 10.591  0.181  -0.87352   1.15339   0.38700   0.41813  -0.27259  -0.43895   
0.363  2.974  8.794  1.964   0.72652  -0.29708   0.43380   0.02907  -0.33559   0.17687   
0.752  3.436  9.029  1.720   1.17580  -1.16661   0.09654  -0.04156  -0.31371   0.23846   
0.412  3.318  5.491  5.222  -1.23537   0.26725   0.08710   0.39185   0.05095   0.25499   
0.337  2.146  6.844  3.602  -0.05508  -0.75262  -0.20690   0.32082   0.23552   0.47197   
0.187  3.274  7.191  2.772   0.38734   0.45813   1.07178   0.61669  -0.38232  -0.38772   
0.521  3.232  5.378  4.367   0.18919   0.46680  -0.44052   0.35577  -0.22563  -0.60532   
0.538  3.211  8.767  0.728   0.32333  -0.29725   0.47302  -0.23129   0.35885  -0.31766   
0.108  2.660  8.129  1.284   0.03397  -0.30414  -0.05376  -0.56088  -0.18912  -0.55492   
0.782  3.744  6.334  3.051   0.45772   0.10465  -0.67888   0.10289   0.14659  -0.79292   
0.718  3.761  6.040  3.323   0.05041   0.30841  -0.20932  -0.37765  -0.17004  -0.76683   
0.358  4.017  5.434  3.779   0.38913  -0.20020  -0.47576   0.16722  -0.71435  -0.31494   
0.700  3.251  7.113  2.065  -1.41510  -1.67585  -1.38880   0.17982  -0.42803  -0.05451   
0.228  2.701  5.770  3.360  -1.33805   4.31674   2.00631  -0.04757   0.02636   0.04714   
0.140  1.630  5.038  3.911  -0.03079  -0.57110  -0.17895  -0.36829   0.77729   0.30587   
0.620  4.003  4.619  4.318   0.05707   0.93055   0.32814   0.18422  -0.11506   0.51136   
