 34 12  0.3128E-03  0.2480E-03  0.2384E-04 -0.2537E-03  0.1755E-03  0.2480E-03 -0.2546E-03 -0.4768E-03  0.2441E-03 -0.2556E-03
 35 12  0.1774E-03  0.1049E-03 -0.4101E-04 -0.2041E-03  0.9537E-04  0.1030E-03 -0.2031E-03 -0.2899E-03  0.9918E-04 -0.2012E-03
 36 12  0.1354E-03  0.7439E-04 -0.1621E-04 -0.1068E-03  0.6485E-04  0.7820E-04 -0.1068E-03 -0.1564E-03  0.7629E-04 -0.1078E-03
 37 12  0.7057E-04  0.1526E-04 -0.4482E-04 -0.8965E-04  0.4196E-04  0.1717E-04 -0.9060E-04 -0.8392E-04  0.1526E-04 -0.9060E-04
 38 12 -0.5722E-05 -0.4387E-04 -0.8106E-04 -0.1087E-03  0.7629E-05 -0.4578E-04 -0.1078E-03 -0.7629E-04 -0.4578E-04 -0.1087E-03
 40 12 -0.6256E-02 -0.1037E-01 -0.9555E-02 -0.7809E-02 -0.2495E-02 -0.1036E-01 -0.7838E-02 -0.3410E-02 -0.1018E-01 -0.7912E-02
 41 12  0.5608E-03  0.1925E-02  0.2666E-02  0.3142E-02 -0.7629E-05  0.1925E-02  0.3141E-02 -0.3815E-04  0.1940E-02  0.3143E-02
 42 12  0.3834E-03  0.9365E-03  0.1065E-02  0.1019E-02   0.000      0.9384E-03  0.1019E-02  0.3433E-04  0.9441E-03  0.1017E-02
 43 12  0.2232E-03  0.3967E-03  0.3214E-03  0.1678E-03  0.1907E-04  0.3948E-03  0.1678E-03  0.5341E-04  0.3986E-03  0.1669E-03
 44 12  0.4196E-04  0.7248E-04 -0.2384E-04 -0.1564E-03 -0.7629E-05  0.7439E-04 -0.1564E-03  0.3815E-05  0.7629E-04 -0.1545E-03
 45 12  0.6676E-04  0.7820E-04  0.1812E-04 -0.4673E-04  0.1144E-04  0.7629E-04 -0.4673E-04  0.3052E-04  0.7248E-04 -0.4864E-04
 47 12 -0.5341E-04 -0.1640E-03 -0.2146E-03 -0.2480E-03 -0.2289E-04 -0.1583E-03 -0.2489E-03 -0.2670E-04 -0.1526E-03 -0.2470E-03
 48 12  0.1526E-04  0.2098E-04  0.1335E-04  0.7629E-05  0.2289E-04  0.2098E-04  0.8583E-05  0.1526E-04  0.2098E-04  0.8583E-05
