#       RADIUS          VC_TOT      PSIMAJ_TOT            PSI2
#
   53.299999       2.4463427      -5.9994149     -0.29676687E-02
   53.325001       2.4460845      -5.9966068     -0.29648019E-02
   53.350002       2.4458251      -5.9937978     -0.29619350E-02
   53.375000       2.4455667      -5.9909935     -0.29590791E-02
   53.400002       2.4453077      -5.9881897     -0.29562230E-02
   53.424999       2.4450490      -5.9853888     -0.29533731E-02
   53.450001       2.4447899      -5.9825878     -0.29505230E-02
   53.475002       2.4445317      -5.9797907     -0.29476848E-02
   53.500000       2.4442723      -5.9769945     -0.29448466E-02
   53.525002       2.4440138      -5.9742012     -0.29420143E-02
   53.549999       2.4437544      -5.9714074     -0.29391821E-02
   53.575001       2.4434958      -5.9686174     -0.29363604E-02
   53.600002       2.4432364      -5.9658284     -0.29335385E-02
   53.625000       2.4429777      -5.9630423     -0.29307231E-02
   53.650002       2.4427183      -5.9602556     -0.29279075E-02
   53.674999       2.4424596      -5.9574742     -0.29251024E-02
   53.700001       2.4422002      -5.9546919     -0.29222979E-02
   53.725002       2.4419413      -5.9519134     -0.29195007E-02
   53.750000       2.4416816      -5.9491339     -0.29167032E-02
   53.775002       2.4414229      -5.9463587     -0.29139156E-02
   53.799999       2.4411633      -5.9435840     -0.29111274E-02
   53.825001       2.4409044      -5.9408126     -0.29083448E-02
   53.850002       2.4406447      -5.9380417     -0.29055628E-02
   53.875000       2.4403858      -5.9352736     -0.29027921E-02
   53.900002       2.4401262      -5.9325056     -0.29000214E-02
   53.924999       2.4398670      -5.9297414     -0.28972561E-02
   53.950001       2.4396071      -5.9269767     -0.28944905E-02
   53.975002       2.4393482      -5.9242163     -0.28917361E-02
   54.000000       2.4390883      -5.9214568     -0.28889813E-02
   54.025002       2.4388294      -5.9186997     -0.28862315E-02
   54.049999       2.4385693      -5.9159431     -0.28834820E-02
   54.075001       2.4383101      -5.9131885     -0.28807446E-02
   54.100002       2.4380500      -5.9104347     -0.28780070E-02
   54.125000       2.4377909      -5.9076853     -0.28752740E-02
   54.150002       2.4375310      -5.9049363     -0.28725406E-02
   54.174999       2.4372716      -5.9021902     -0.28698188E-02
   54.200001       2.4370115      -5.8994441     -0.28670975E-02
   54.225002       2.4367523      -5.8967023     -0.28643804E-02
   54.250000       2.4364920      -5.8939600     -0.28616630E-02
   54.275002       2.4362328      -5.8912201     -0.28589580E-02
   54.299999       2.4359725      -5.8884816     -0.28562527E-02
   54.325001       2.4357131      -5.8857455     -0.28535523E-02
   54.350002       2.4354527      -5.8830094     -0.28508515E-02
   54.375000       2.4351931      -5.8802772     -0.28481609E-02
   54.400002       2.4349327      -5.8775468     -0.28454708E-02
   54.424999       2.4346733      -5.8748183     -0.28427858E-02
   54.450001       2.4344130      -5.8720899     -0.28401001E-02
   54.475002       2.4341533      -5.8693652     -0.28374265E-02
   54.500000       2.4338927      -5.8666406     -0.28347527E-02
   54.525002       2.4336331      -5.8639193     -0.28320833E-02
   54.549999       2.4333725      -5.8611975     -0.28294141E-02
   54.575001       2.4331126      -5.8584805     -0.28267554E-02
   54.600002       2.4328520      -5.8557620     -0.28240967E-02
   54.625000       2.4325922      -5.8530483     -0.28214422E-02
   54.650002       2.4323318      -5.8503342     -0.28187879E-02
   54.674999       2.4320717      -5.8476238     -0.28161451E-02
   54.700001       2.4318111      -5.8449130     -0.28135017E-02
   54.725002       2.4315512      -5.8422065     -0.28108638E-02
   54.750000       2.4312904      -5.8395000     -0.28082256E-02
   54.775002       2.4310305      -5.8367963     -0.28055969E-02
   54.799999       2.4307697      -5.8340931     -0.28029687E-02
   54.825001       2.4305096      -5.8313928     -0.28003464E-02
   54.850002       2.4302487      -5.8286915     -0.27977237E-02
   54.875000       2.4299884      -5.8259954     -0.27951109E-02
   54.900002       2.4297276      -5.8232985     -0.27924976E-02
   54.924999       2.4294672      -5.8206058     -0.27898890E-02
   54.950001       2.4292061      -5.8179135     -0.27872813E-02
   54.975002       2.4289460      -5.8152242     -0.27846841E-02
   55.000000       2.4286849      -5.8125343     -0.27820871E-02
   55.025002       2.4284246      -5.8098478     -0.27794943E-02
   55.049999       2.4281633      -5.8071613     -0.27769015E-02
   55.075001       2.4279029      -5.8044786     -0.27743184E-02
   55.100002       2.4276419      -5.8017955     -0.27717357E-02
   55.125000       2.4273813      -5.7991166     -0.27691580E-02
   55.150002       2.4271202      -5.7964377     -0.27665806E-02
   55.174999       2.4268594      -5.7937627     -0.27640127E-02
   55.200001       2.4265983      -5.7910867     -0.27614445E-02
   55.225002       2.4263377      -5.7884140     -0.27588822E-02
   55.250000       2.4260762      -5.7857423     -0.27563195E-02
   55.275002       2.4258158      -5.7830734     -0.27537656E-02
   55.299999       2.4255543      -5.7804046     -0.27512116E-02
   55.325001       2.4252934      -5.7777390     -0.27486628E-02
   55.350002       2.4250319      -5.7750740     -0.27461145E-02
   55.375000       2.4247711      -5.7724113     -0.27435760E-02
   55.400002       2.4245093      -5.7697492     -0.27410374E-02
   55.424999       2.4242487      -5.7670903     -0.27385035E-02
   55.450001       2.4239869      -5.7644324     -0.27359698E-02
   55.475002       2.4237261      -5.7617779     -0.27334453E-02
   55.500000       2.4234643      -5.7591224     -0.27309204E-02
   55.525002       2.4232035      -5.7564716     -0.27284012E-02
   55.549999       2.4229417      -5.7538199     -0.27258820E-02
   55.575001       2.4226806      -5.7511711     -0.27233709E-02
   55.600002       2.4224186      -5.7485228     -0.27208598E-02
   55.625000       2.4221575      -5.7458787     -0.27183548E-02
   55.650002       2.4218955      -5.7432337     -0.27158500E-02
   55.674999       2.4216342      -5.7405925     -0.27133529E-02
   55.700001       2.4213722      -5.7379503     -0.27108565E-02
   55.725002       2.4211109      -5.7353125     -0.27083666E-02
   55.750000       2.4208491      -5.7326732     -0.27058767E-02
   55.775002       2.4205878      -5.7300391     -0.27033940E-02
   55.799999       2.4203253      -5.7274046     -0.27009114E-02
   55.825001       2.4200640      -5.7247725     -0.26984347E-02
   55.850002       2.4198020      -5.7221413     -0.26959584E-02
   55.875000       2.4195404      -5.7195139     -0.26934887E-02
   55.900002       2.4192781      -5.7168860     -0.26910191E-02
   55.924999       2.4190166      -5.7142615     -0.26885567E-02
   55.950001       2.4187543      -5.7116370     -0.26860945E-02
   55.975002       2.4184928      -5.7090158     -0.26836395E-02
   56.000000       2.4182303      -5.7063947     -0.26811846E-02
   56.025002       2.4179685      -5.7037768     -0.26787366E-02
   56.049999       2.4177063      -5.7011585     -0.26762886E-02
   56.075001       2.4174442      -5.6985445     -0.26738446E-02
   56.100002       2.4171920      -5.6959443     -0.26714010E-02
   56.125000       2.4169419      -5.6933498     -0.26689635E-02
   56.150002       2.4166908      -5.6907549     -0.26665260E-02
   56.174999       2.4164407      -5.6881633     -0.26640932E-02
   56.200001       2.4161899      -5.6855717     -0.26616603E-02
   56.225002       2.4159398      -5.6829844     -0.26592326E-02
   56.250000       2.4156888      -5.6803975     -0.26568051E-02
   56.275002       2.4154387      -5.6778131     -0.26543837E-02
   56.299999       2.4151876      -5.6752281     -0.26519622E-02
   56.325001       2.4149373      -5.6726465     -0.26495487E-02
   56.350002       2.4146862      -5.6700649     -0.26471349E-02
   56.375000       2.4144359      -5.6674867     -0.26447242E-02
   56.400002       2.4141850      -5.6649089     -0.26423137E-02
   56.424999       2.4139345      -5.6623344     -0.26399114E-02
   56.450001       2.4136834      -5.6597600     -0.26375088E-02
   56.475002       2.4134333      -5.6571889     -0.26351116E-02
   56.500000       2.4131820      -5.6546173     -0.26327146E-02
   56.525002       2.4129317      -5.6520486     -0.26303243E-02
   56.549999       2.4126804      -5.6494818     -0.26279343E-02
   56.575001       2.4124298      -5.6469164     -0.26255504E-02
   56.600002       2.4121788      -5.6443505     -0.26231664E-02
   56.625000       2.4119282      -5.6417899     -0.26207895E-02
   56.650002       2.4116769      -5.6392283     -0.26184125E-02
   56.674999       2.4114261      -5.6366701     -0.26160397E-02
   56.700001       2.4111750      -5.6341128     -0.26136667E-02
   56.725002       2.4109244      -5.6315575     -0.26113028E-02
   56.750000       2.4106729      -5.6290026     -0.26089391E-02
   56.775002       2.4104223      -5.6264510     -0.26065786E-02
   56.799999       2.4101710      -5.6238999     -0.26042184E-02
   56.825001       2.4099202      -5.6213503     -0.26018671E-02
   56.850002       2.4096689      -5.6188016     -0.25995155E-02
   56.875000       2.4094179      -5.6162562     -0.25971683E-02
   56.900002       2.4091668      -5.6137114     -0.25948212E-02
   56.924999       2.4089160      -5.6111703     -0.25924817E-02
   56.950001       2.4086642      -5.6086283     -0.25901422E-02
   56.975002       2.4084136      -5.6060891     -0.25878081E-02
   57.000000       2.4081621      -5.6035509     -0.25854742E-02
   57.025002       2.4079113      -5.6010151     -0.25831470E-02
   57.049999       2.4076595      -5.5984788     -0.25808197E-02
   57.075001       2.4074087      -5.5959468     -0.25784981E-02
   57.100002       2.4071569      -5.5934148     -0.25761763E-02
   57.125000       2.4069061      -5.5908852     -0.25738613E-02
   57.150002       2.4066544      -5.5883560     -0.25715465E-02
   57.174999       2.4064033      -5.5858307     -0.25692380E-02
   57.200001       2.4061518      -5.5833049     -0.25669290E-02
   57.225002       2.4059010      -5.5807824     -0.25646265E-02
   57.250000       2.4056492      -5.5782604     -0.25623236E-02
   57.275002       2.4053981      -5.5757408     -0.25600276E-02
   57.299999       2.4051461      -5.5732212     -0.25577317E-02
   57.325001       2.4048951      -5.5707049     -0.25554411E-02
   57.350002       2.4046431      -5.5681877     -0.25531505E-02
   57.375000       2.4043920      -5.5656753     -0.25508672E-02
   57.400002       2.4041400      -5.5631623     -0.25485840E-02
   57.424999       2.4038889      -5.5606518     -0.25463058E-02
   57.450001       2.4036369      -5.5581422     -0.25440273E-02
   57.475002       2.4033859      -5.5556359     -0.25417560E-02
   57.500000       2.4031341      -5.5531297     -0.25394852E-02
   57.525002       2.4028828      -5.5506263     -0.25372184E-02
   57.549999       2.4026306      -5.5481229     -0.25349515E-02
   57.575001       2.4023793      -5.5456223     -0.25326924E-02
   57.600002       2.4021273      -5.5431223     -0.25304337E-02
   57.625000       2.4018760      -5.5406246     -0.25281790E-02
   57.650002       2.4016240      -5.5381269     -0.25259247E-02
   57.674999       2.4013724      -5.5356336     -0.25236786E-02
   57.700001       2.4011204      -5.5331397     -0.25214327E-02
   57.725002       2.4008689      -5.5306482     -0.25191898E-02
   57.750000       2.4006166      -5.5281582     -0.25169468E-02
   57.775002       2.4003654      -5.5256705     -0.25147120E-02
   57.799999       2.4001131      -5.5231829     -0.25124778E-02
   57.825001       2.3998616      -5.5206990     -0.25102466E-02
   57.850002       2.3996093      -5.5182142     -0.25080156E-02
   57.875000       2.3993578      -5.5157328     -0.25057928E-02
   57.900002       2.3991055      -5.5132504     -0.25035697E-02
   57.924999       2.3988538      -5.5107727     -0.25013515E-02
   57.950001       2.3986015      -5.5082941     -0.24991333E-02
   57.975002       2.3983500      -5.5058193     -0.24969215E-02
   58.000000       2.3980975      -5.5033441     -0.24947096E-02
   58.025002       2.3978460      -5.5008721     -0.24925035E-02
   58.049999       2.3975937      -5.4984002     -0.24902979E-02
   58.075001       2.3973420      -5.4959316     -0.24880974E-02
   58.100002       2.3970895      -5.4934621     -0.24858965E-02
   58.125000       2.3968377      -5.4909964     -0.24837034E-02
   58.150002       2.3965850      -5.4885311     -0.24815102E-02
   58.174999       2.3963332      -5.4860678     -0.24793206E-02
   58.200001       2.3960807      -5.4836049     -0.24771313E-02
   58.225002       2.3958290      -5.4811459     -0.24749497E-02
   58.250000       2.3955765      -5.4786868     -0.24727678E-02
   58.275002       2.3953245      -5.4762297     -0.24705906E-02
   58.299999       2.3950717      -5.4737730     -0.24684132E-02
   58.325001       2.3948197      -5.4713192     -0.24662421E-02
   58.350002       2.3945670      -5.4688663     -0.24640711E-02
   58.375000       2.3943150      -5.4664154     -0.24619042E-02
   58.400002       2.3940623      -5.4639645     -0.24597377E-02
   58.424999       2.3938103      -5.4615173     -0.24575794E-02
   58.450001       2.3935575      -5.4590702     -0.24554210E-02
   58.475002       2.3933055      -5.4566255     -0.24532652E-02
   58.500000       2.3930528      -5.4541817     -0.24511099E-02
   58.525002       2.3928006      -5.4517412     -0.24489625E-02
   58.549999       2.3925478      -5.4492998     -0.24468149E-02
   58.575001       2.3922956      -5.4468617     -0.24446715E-02
   58.600002       2.3920426      -5.4444237     -0.24425280E-02
   58.625000       2.3917904      -5.4419885     -0.24403904E-02
   58.650002       2.3915374      -5.4395537     -0.24382528E-02
   58.674999       2.3912852      -5.4371214     -0.24361208E-02
   58.700001       2.3910322      -5.4346890     -0.24339892E-02
   58.725002       2.3907800      -5.4322600     -0.24318623E-02
   58.750000       2.3905268      -5.4298306     -0.24297361E-02
   58.775002       2.3902745      -5.4274049     -0.24276157E-02
   58.799999       2.3900213      -5.4249797     -0.24254953E-02
   58.825001       2.3897691      -5.4225564     -0.24233798E-02
   58.850002       2.3895159      -5.4201336     -0.24212643E-02
   58.875000       2.3892634      -5.4177136     -0.24191553E-02
   58.900002       2.3890104      -5.4152937     -0.24170463E-02
   58.924999       2.3887577      -5.4128776     -0.24149418E-02
   58.950001       2.3885047      -5.4104609     -0.24128372E-02
   58.975002       2.3882523      -5.4080467     -0.24107392E-02
   59.000000       2.3879988      -5.4056330     -0.24086412E-02
   59.025002       2.3877463      -5.4032226     -0.24065468E-02
   59.049999       2.3874929      -5.4008112     -0.24044523E-02
   59.075001       2.3872402      -5.3984032     -0.24023654E-02
   59.100002       2.3869870      -5.3959956     -0.24002783E-02
   59.125000       2.3867342      -5.3935909     -0.23981950E-02
   59.150002       2.3864810      -5.3911858     -0.23961114E-02
   59.174999       2.3862281      -5.3887839     -0.23940348E-02
   59.200001       2.3859749      -5.3863821     -0.23919581E-02
   59.225002       2.3857222      -5.3839831     -0.23898862E-02
   59.250000       2.3854687      -5.3815842     -0.23878145E-02
   59.275002       2.3852160      -5.3791890     -0.23857479E-02
   59.299999       2.3849623      -5.3767929     -0.23836810E-02
   59.325001       2.3847094      -5.3743997     -0.23816202E-02
   59.350002       2.3844559      -5.3720064     -0.23795594E-02
   59.375000       2.3842030      -5.3696170     -0.23775024E-02
   59.400002       2.3839493      -5.3672271     -0.23754456E-02
   59.424999       2.3836966      -5.3648405     -0.23733953E-02
   59.450001       2.3834429      -5.3624535     -0.23713449E-02
   59.475002       2.3831897      -5.3600698     -0.23692993E-02
   59.500000       2.3829362      -5.3576851     -0.23672534E-02
   59.525002       2.3826830      -5.3553047     -0.23652134E-02
   59.549999       2.3824294      -5.3529243     -0.23631738E-02
   59.575001       2.3821762      -5.3505449     -0.23611377E-02
   59.600002       2.3819222      -5.3481674     -0.23591015E-02
   59.625000       2.3816693      -5.3457928     -0.23570729E-02
   59.650002       2.3814154      -5.3434172     -0.23550440E-02
   59.674999       2.3811622      -5.3410444     -0.23530179E-02
   59.700001       2.3809083      -5.3386726     -0.23509916E-02
   59.725002       2.3806553      -5.3363037     -0.23489725E-02
   59.750000       2.3804014      -5.3339353     -0.23469534E-02
   59.775002       2.3801479      -5.3315687     -0.23449389E-02
   59.799999       2.3798940      -5.3292017     -0.23429245E-02
   59.825001       2.3796408      -5.3268385     -0.23409149E-02
   59.850002       2.3793867      -5.3244758     -0.23389054E-02
   59.875000       2.3791332      -5.3221149     -0.23369009E-02
   59.900002       2.3788793      -5.3197541     -0.23348962E-02
   59.924999       2.3786259      -5.3173971     -0.23328965E-02
   59.950001       2.3783720      -5.3150401     -0.23308964E-02
   59.975002       2.3781185      -5.3126855     -0.23289032E-02
   60.000000       2.3778641      -5.3103304     -0.23269095E-02
   60.025002       2.3776109      -5.3079786     -0.23249197E-02
   60.049999       2.3773565      -5.3056273     -0.23229297E-02
   60.075001       2.3771031      -5.3032789     -0.23209457E-02
   60.100002       2.3768487      -5.3009300     -0.23189620E-02
   60.125000       2.3765950      -5.2985840     -0.23169820E-02
   60.150002       2.3763411      -5.2962379     -0.23150018E-02
   60.174999       2.3760872      -5.2938952     -0.23130286E-02
   60.200001       2.3758328      -5.2915521     -0.23110551E-02
   60.225002       2.3755791      -5.2892127     -0.23090849E-02
   60.250000       2.3753247      -5.2868724     -0.23071147E-02
   60.275002       2.3750713      -5.2845354     -0.23051498E-02
   60.299999       2.3748169      -5.2821980     -0.23031847E-02
   60.325001       2.3745627      -5.2798638     -0.23012250E-02
   60.350002       2.3743083      -5.2775292     -0.22992657E-02
   60.375000       2.3740547      -5.2751975     -0.22973104E-02
   60.400002       2.3738000      -5.2728653     -0.22953551E-02
   60.424999       2.3735464      -5.2705383     -0.22934049E-02
   60.450001       2.3732915      -5.2682104     -0.22914552E-02
   60.475002       2.3730378      -5.2658839     -0.22895096E-02
   60.500000       2.3727832      -5.2635584     -0.22875641E-02
   60.525002       2.3725293      -5.2612352     -0.22856249E-02
   60.549999       2.3722746      -5.2589116     -0.22836854E-02
   60.575001       2.3720205      -5.2565918     -0.22817485E-02
   60.600002       2.3717659      -5.2542715     -0.22798118E-02
   60.625000       2.3715117      -5.2519546     -0.22778821E-02
   60.650002       2.3712568      -5.2496376     -0.22759521E-02
   60.674999       2.3710027      -5.2473235     -0.22740248E-02
   60.700001       2.3707480      -5.2450089     -0.22720976E-02
   60.725002       2.3704939      -5.2426982     -0.22701765E-02
   60.750000       2.3702390      -5.2403870     -0.22682557E-02
   60.775002       2.3699849      -5.2380781     -0.22663388E-02
   60.799999       2.3697298      -5.2357693     -0.22644219E-02
   60.825001       2.3694756      -5.2334628     -0.22625097E-02
   60.850002       2.3692207      -5.2311559     -0.22605977E-02
   60.875000       2.3689663      -5.2288537     -0.22586905E-02
   60.900002       2.3687112      -5.2265511     -0.22567832E-02
   60.924999       2.3684568      -5.2242508     -0.22548803E-02
   60.950001       2.3682020      -5.2219510     -0.22529778E-02
   60.975002       2.3679476      -5.2196536     -0.22510798E-02
   61.000000       2.3676925      -5.2173567     -0.22491820E-02
   61.025002       2.3674381      -5.2150621     -0.22472884E-02
   61.049999       2.3671830      -5.2127671     -0.22453950E-02
   61.075001       2.3669283      -5.2104754     -0.22435067E-02
   61.100002       2.3666732      -5.2081833     -0.22416192E-02
   61.125000       2.3664186      -5.2058945     -0.22397337E-02
   61.150002       2.3661635      -5.2036047     -0.22378487E-02
   61.174999       2.3659089      -5.2013187     -0.22359700E-02
   61.200001       2.3656538      -5.1990337     -0.22340908E-02
   61.225002       2.3653991      -5.1967502     -0.22322154E-02
   61.250000       2.3651438      -5.1944666     -0.22303397E-02
   61.275002       2.3648894      -5.1921864     -0.22284694E-02
   61.299999       2.3646340      -5.1899056     -0.22265986E-02
   61.325001       2.3643789      -5.1876292     -0.22247324E-02
   61.350002       2.3641236      -5.1853518     -0.22228661E-02
   61.375000       2.3638690      -5.1830764     -0.22210046E-02
   61.400002       2.3636134      -5.1808004     -0.22191429E-02
   61.424999       2.3633587      -5.1785288     -0.22172867E-02
   61.450001       2.3631032      -5.1762557     -0.22154306E-02
   61.475002       2.3628485      -5.1739864     -0.22135770E-02
   61.500000       2.3625927      -5.1717181     -0.22117230E-02
   61.525002       2.3623378      -5.1694508     -0.22098757E-02
   61.549999       2.3620822      -5.1671839     -0.22080285E-02
   61.575001       2.3618274      -5.1649194     -0.22061835E-02
   61.600002       2.3615716      -5.1626563     -0.22043386E-02
   61.625000       2.3613167      -5.1603951     -0.22025001E-02
   61.650002       2.3610609      -5.1581335     -0.22006617E-02
   61.674999       2.3608057      -5.1558762     -0.21988261E-02
   61.700001       2.3605502      -5.1536183     -0.21969904E-02
   61.725002       2.3602951      -5.1513615     -0.21951599E-02
   61.750000       2.3600392      -5.1491051     -0.21933294E-02
   61.775002       2.3597841      -5.1468525     -0.21915035E-02
   61.799999       2.3595283      -5.1445999     -0.21896779E-02
   61.825001       2.3592730      -5.1423492     -0.21878555E-02
   61.850002       2.3590171      -5.1400995     -0.21860332E-02
   61.875000       2.3587620      -5.1378522     -0.21842164E-02
   61.900002       2.3585060      -5.1356044     -0.21823994E-02
   61.924999       2.3582506      -5.1333594     -0.21805859E-02
   61.950001       2.3579948      -5.1311140     -0.21787726E-02
   61.975002       2.3577394      -5.1288729     -0.21769640E-02
   62.000000       2.3574831      -5.1266308     -0.21751556E-02
   62.025002       2.3572280      -5.1243916     -0.21733507E-02
   62.049999       2.3569720      -5.1221514     -0.21715458E-02
   62.075001       2.3567166      -5.1199155     -0.21697450E-02
   62.100002       2.3564603      -5.1176786     -0.21679441E-02
   62.125000       2.3562047      -5.1154447     -0.21661478E-02
   62.150002       2.3559487      -5.1132116     -0.21643513E-02
   62.174999       2.3556931      -5.1109805     -0.21625592E-02
   62.200001       2.3554370      -5.1087494     -0.21607669E-02
   62.225002       2.3551815      -5.1065207     -0.21589804E-02
   62.250000       2.3549252      -5.1042919     -0.21571938E-02
   62.275002       2.3546696      -5.1020660     -0.21554104E-02
   62.299999       2.3544135      -5.0998406     -0.21536271E-02
   62.325001       2.3541577      -5.0976171     -0.21518485E-02
   62.350002       2.3539014      -5.0953941     -0.21500699E-02
   62.375000       2.3536456      -5.0931740     -0.21482934E-02
   62.400002       2.3533893      -5.0909538     -0.21465174E-02
   62.424999       2.3531337      -5.0887356     -0.21447469E-02
   62.450001       2.3528771      -5.0865178     -0.21429767E-02
   62.475002       2.3526213      -5.0843034     -0.21412093E-02
   62.500000       2.3523648      -5.0820885     -0.21394421E-02
   62.525002       2.3521090      -5.0798755     -0.21376794E-02
   62.549999       2.3518524      -5.0776625     -0.21359168E-02
   62.575001       2.3515964      -5.0754533     -0.21341585E-02
   62.600002       2.3513398      -5.0732441     -0.21324002E-02
   62.625000       2.3510840      -5.0710363     -0.21306451E-02
   62.650002       2.3508272      -5.0688295     -0.21288902E-02
   62.674999       2.3505714      -5.0666261     -0.21271405E-02
   62.700001       2.3503149      -5.0644217     -0.21253913E-02
   62.725002       2.3500588      -5.0622201     -0.21236439E-02
   62.750000       2.3498020      -5.0600185     -0.21218963E-02
   62.775002       2.3495460      -5.0578189     -0.21201549E-02
   62.799999       2.3492894      -5.0556202     -0.21184129E-02
   62.825001       2.3490331      -5.0534239     -0.21166746E-02
   62.850002       2.3487763      -5.0512271     -0.21149360E-02
   62.875000       2.3485203      -5.0490341     -0.21132017E-02
   62.900002       2.3482633      -5.0468411     -0.21114666E-02
   62.924999       2.3480072      -5.0446496     -0.21097374E-02
   62.950001       2.3477502      -5.0424581     -0.21080081E-02
   62.975002       2.3474939      -5.0402703     -0.21062812E-02
   63.000000       2.3472371      -5.0380812     -0.21045543E-02
   63.025002       2.3469808      -5.0358958     -0.21028332E-02
   63.049999       2.3467240      -5.0337100     -0.21011119E-02
   63.075001       2.3464675      -5.0315261     -0.20993927E-02
   63.100002       2.3462105      -5.0293431     -0.20976735E-02
   63.125000       2.3459539      -5.0271626     -0.20959598E-02
   63.150002       2.3456969      -5.0249815     -0.20942462E-02
   63.174999       2.3454404      -5.0228043     -0.20925356E-02
   63.200001       2.3451834      -5.0206265     -0.20908250E-02
   63.225002       2.3449271      -5.0184503     -0.20891184E-02
   63.250000       2.3446698      -5.0162754     -0.20874117E-02
   63.275002       2.3444133      -5.0141029     -0.20857097E-02
   63.299999       2.3441563      -5.0119300     -0.20840077E-02
   63.325001       2.3438995      -5.0097599     -0.20823083E-02
   63.350002       2.3436425      -5.0075903     -0.20806089E-02
   63.375000       2.3433857      -5.0054226     -0.20789152E-02
   63.400002       2.3431284      -5.0032554     -0.20772219E-02
   63.424999       2.3428717      -5.0010905     -0.20755299E-02
   63.450001       2.3426144      -4.9989252     -0.20738379E-02
   63.475002       2.3423576      -4.9967632     -0.20721515E-02
   63.500000       2.3421001      -4.9946008     -0.20704651E-02
   63.525002       2.3418436      -4.9924407     -0.20687815E-02
   63.549999       2.3415861      -4.9902811     -0.20670982E-02
   63.575001       2.3413293      -4.9881239     -0.20654188E-02
   63.600002       2.3410718      -4.9859662     -0.20637396E-02
   63.625000       2.3408148      -4.9838119     -0.20620646E-02
   63.650002       2.3405573      -4.9816575     -0.20603898E-02
   63.674999       2.3403003      -4.9795055     -0.20587172E-02
   63.700001       2.3400428      -4.9773540     -0.20570448E-02
   63.725002       2.3397861      -4.9752045     -0.20553777E-02
   63.750000       2.3395286      -4.9730554     -0.20537104E-02
   63.775002       2.3392715      -4.9709086     -0.20520452E-02
   63.799999       2.3390141      -4.9687624     -0.20503800E-02
   63.825001       2.3387568      -4.9666171     -0.20487199E-02
   63.850002       2.3384991      -4.9644732     -0.20470598E-02
   63.875000       2.3382421      -4.9623308     -0.20454032E-02
   63.900002       2.3379843      -4.9601889     -0.20437466E-02
   63.924999       2.3377271      -4.9580498     -0.20420938E-02
   63.950001       2.3374693      -4.9559107     -0.20404411E-02
   63.975002       2.3372123      -4.9537730     -0.20387925E-02
   64.000000       2.3369546      -4.9516373     -0.20371440E-02
   64.025002       2.3366973      -4.9495029     -0.20354972E-02
   64.050003       2.3364394      -4.9473696     -0.20338504E-02
   64.075005       2.3361824      -4.9452381     -0.20322104E-02
   64.099998       2.3359244      -4.9431062     -0.20305703E-02
   64.125000       2.3356669      -4.9409771     -0.20289309E-02
   64.150002       2.3354089      -4.9388475     -0.20272918E-02
   64.175003       2.3351517      -4.9367218     -0.20256576E-02
   64.200005       2.3348937      -4.9345946     -0.20240233E-02
   64.224998       2.3346362      -4.9324713     -0.20223928E-02
   64.250000       2.3343780      -4.9303474     -0.20207621E-02
   64.275002       2.3341208      -4.9282260     -0.20191341E-02
   64.300003       2.3338625      -4.9261041     -0.20175062E-02
   64.325005       2.3336051      -4.9239860     -0.20158836E-02
   64.349998       2.3333471      -4.9218669     -0.20142610E-02
   64.375000       2.3330894      -4.9197502     -0.20126400E-02
   64.400002       2.3328314      -4.9176335     -0.20110195E-02
   64.425003       2.3325737      -4.9155197     -0.20094037E-02
   64.450005       2.3323154      -4.9134059     -0.20077878E-02
   64.474998       2.3320577      -4.9112954     -0.20061743E-02
   64.500000       2.3317995      -4.9091840     -0.20045608E-02
   64.525002       2.3315418      -4.9070745     -0.20029522E-02
   64.550003       2.3312836      -4.9049659     -0.20013435E-02
   64.575005       2.3310258      -4.9028592     -0.19997382E-02
   64.599998       2.3307679      -4.9007530     -0.19981328E-02
   64.625000       2.3305099      -4.8986492     -0.19965309E-02
   64.650002       2.3302515      -4.8965445     -0.19949290E-02
   64.675003       2.3299937      -4.8944430     -0.19933314E-02
   64.700005       2.3297353      -4.8923421     -0.19917337E-02
   64.724998       2.3294773      -4.8902440     -0.19901374E-02
   64.750000       2.3292191      -4.8881459     -0.19885413E-02
   64.775002       2.3289611      -4.8860488     -0.19869506E-02
   64.800003       2.3287024      -4.8839521     -0.19853599E-02
   64.825005       2.3284447      -4.8818588     -0.19837718E-02
   64.849998       2.3281860      -4.8797655     -0.19821832E-02
   64.875000       2.3279281      -4.8776731     -0.19805990E-02
   64.900002       2.3276696      -4.8755813     -0.19790146E-02
   64.925003       2.3274114      -4.8734927     -0.19774346E-02
   64.950005       2.3271530      -4.8714032     -0.19758542E-02
   64.974998       2.3268948      -4.8693175     -0.19742758E-02
   65.000000       2.3266363      -4.8672309     -0.19726974E-02
   65.025002       2.3263781      -4.8651471     -0.19711244E-02
   65.050003       2.3261194      -4.8630633     -0.19695517E-02
   65.075005       2.3258615      -4.8609810     -0.19679803E-02
   65.099998       2.3256025      -4.8588996     -0.19664092E-02
   65.125000       2.3253443      -4.8568206     -0.19648424E-02
   65.150002       2.3250854      -4.8547416     -0.19632755E-02
   65.175003       2.3248270      -4.8526640     -0.19617118E-02
   65.200005       2.3245683      -4.8505869     -0.19601483E-02
   65.224998       2.3243098      -4.8485136     -0.19585877E-02
   65.250000       2.3240511      -4.8464394     -0.19570268E-02
   65.275002       2.3237929      -4.8443680     -0.19554708E-02
   65.300003       2.3235338      -4.8422966     -0.19539145E-02
