#       RADIUS          VC_TOT      PSIMAJ_TOT            PSI2
#
   313.67502       1.1293718     -0.12773344     -0.25595920E-04
   313.70001       1.1293267     -0.12763160     -0.25589798E-04
   313.72501       1.1292818     -0.12753041     -0.25583684E-04
   313.75000       1.1292368     -0.12742922     -0.25577569E-04
   313.77499       1.1291919     -0.12732741     -0.25571451E-04
   313.80002       1.1291469     -0.12722564     -0.25565338E-04
   313.82501       1.1291020     -0.12712449     -0.25559229E-04
   313.85001       1.1290570     -0.12702332     -0.25553121E-04
   313.87500       1.1290121     -0.12692162     -0.25547017E-04
   313.89999       1.1289673     -0.12681994     -0.25540914E-04
   313.92502       1.1289225     -0.12671822     -0.25534810E-04
   313.95001       1.1288775     -0.12661652     -0.25528709E-04
   313.97501       1.1288325     -0.12651542     -0.25522610E-04
   314.00000       1.1287876     -0.12641431     -0.25516512E-04
   314.02499       1.1287428     -0.12631264     -0.25510417E-04
   314.05002       1.1286979     -0.12621097     -0.25504323E-04
   314.07501       1.1286529     -0.12610994     -0.25498233E-04
   314.10001       1.1286081     -0.12600890     -0.25492147E-04
   314.12500       1.1285633     -0.12590732     -0.25486062E-04
   314.14999       1.1285183     -0.12580575     -0.25479978E-04
   314.17502       1.1284735     -0.12570469     -0.25473893E-04
   314.20001       1.1284287     -0.12560365     -0.25467809E-04
   314.22501       1.1283839     -0.12550266     -0.25461732E-04
   314.25000       1.1283389     -0.12540168     -0.25455654E-04
   314.27499       1.1282941     -0.12530012     -0.25449579E-04
   314.30002       1.1282493     -0.12519859     -0.25443504E-04
   314.32501       1.1282045     -0.12509766     -0.25437435E-04
   314.35001       1.1281595     -0.12499674     -0.25431364E-04
   314.37500       1.1281148     -0.12489531     -0.25425299E-04
   314.39999       1.1280701     -0.12479389     -0.25419235E-04
   314.42502       1.1280252     -0.12469295     -0.25413168E-04
   314.45001       1.1279805     -0.12459204     -0.25407104E-04
   314.47501       1.1279356     -0.12449116     -0.25401047E-04
   314.50000       1.1278907     -0.12439027     -0.25394991E-04
   314.52499       1.1278459     -0.12428884     -0.25388934E-04
   314.55002       1.1278012     -0.12418742     -0.25382877E-04
   314.57501       1.1277565     -0.12408662     -0.25376827E-04
   314.60001       1.1277117     -0.12398581     -0.25370777E-04
   314.62500       1.1276670     -0.12388506     -0.25364732E-04
   314.64999       1.1276222     -0.12378427     -0.25358688E-04
   314.67502       1.1275774     -0.12368294     -0.25352641E-04
   314.70001       1.1275326     -0.12358160     -0.25346595E-04
   314.72501       1.1274879     -0.12348083     -0.25340556E-04
   314.75000       1.1274432     -0.12338006     -0.25334519E-04
   314.77499       1.1273984     -0.12327931     -0.25328480E-04
   314.80002       1.1273535     -0.12317854     -0.25322443E-04
   314.82501       1.1273090     -0.12307732     -0.25316414E-04
   314.85001       1.1272643     -0.12297609     -0.25310384E-04
   314.87500       1.1272196     -0.12287544     -0.25304358E-04
   314.89999       1.1271747     -0.12277479     -0.25298330E-04
   314.92502       1.1271302     -0.12267410     -0.25292306E-04
   314.95001       1.1270854     -0.12257342     -0.25286277E-04
   314.97501       1.1270407     -0.12247281     -0.25280260E-04
   315.00000       1.1269960     -0.12237220     -0.25274241E-04
   315.02499       1.1269513     -0.12227101     -0.25268220E-04
   315.05002       1.1269066     -0.12216984     -0.25262203E-04
   315.07501       1.1268620     -0.12206923     -0.25256189E-04
   315.10001       1.1268173     -0.12196863     -0.25250178E-04
   315.12500       1.1267728     -0.12186808     -0.25244171E-04
   315.14999       1.1267279     -0.12176754     -0.25238165E-04
   315.17502       1.1266834     -0.12166697     -0.25232155E-04
   315.20001       1.1266387     -0.12156640     -0.25226149E-04
   315.22501       1.1265941     -0.12146592     -0.25220150E-04
   315.25000       1.1265494     -0.12136541     -0.25214151E-04
   315.27499       1.1265048     -0.12126489     -0.25208150E-04
   315.30002       1.1264602     -0.12116435     -0.25202151E-04
   315.32501       1.1264155     -0.12106340     -0.25196159E-04
   315.35001       1.1263709     -0.12096240     -0.25190167E-04
   315.37500       1.1263262     -0.12086193     -0.25184178E-04
   315.39999       1.1262816     -0.12076150     -0.25178188E-04
   315.42502       1.1262370     -0.12066105     -0.25172201E-04
   315.45001       1.1261925     -0.12056060     -0.25166211E-04
   315.47501       1.1261479     -0.12046023     -0.25160231E-04
   315.50000       1.1261033     -0.12035985     -0.25154251E-04
   315.52499       1.1260586     -0.12025945     -0.25148272E-04
   315.55002       1.1260141     -0.12015904     -0.25142292E-04
   315.57501       1.1259695     -0.12005870     -0.25136320E-04
   315.60001       1.1259249     -0.11995839     -0.25130345E-04
   315.62500       1.1258805     -0.11985806     -0.25124373E-04
   315.64999       1.1258359     -0.11975771     -0.25118405E-04
   315.67502       1.1257913     -0.11965738     -0.25112437E-04
   315.70001       1.1257467     -0.11955707     -0.25106465E-04
   315.72501       1.1257023     -0.11945681     -0.25100506E-04
   315.75000       1.1256577     -0.11935656     -0.25094545E-04
   315.77499       1.1256131     -0.11925627     -0.25088582E-04
   315.80002       1.1255685     -0.11915599     -0.25082623E-04
   315.82501       1.1255242     -0.11905576     -0.25076666E-04
   315.85001       1.1254796     -0.11895557     -0.25070711E-04
   315.87500       1.1254351     -0.11885535     -0.25064761E-04
   315.89999       1.1253905     -0.11875513     -0.25058811E-04
   315.92502       1.1253462     -0.11865491     -0.25052861E-04
   315.95001       1.1253016     -0.11855471     -0.25046909E-04
   315.97501       1.1252571     -0.11845455     -0.25040965E-04
   316.00000       1.1252126     -0.11835439     -0.25035022E-04
   316.02499       1.1251681     -0.11825421     -0.25029081E-04
   316.05002       1.1251236     -0.11815406     -0.25023137E-04
   316.07501       1.1250792     -0.11805397     -0.25017202E-04
   316.10001       1.1250347     -0.11795386     -0.25011266E-04
   316.12500       1.1249902     -0.11785432     -0.25005333E-04
   316.14999       1.1249458     -0.11775476     -0.24999401E-04
   316.17502       1.1249014     -0.11765467     -0.24993469E-04
   316.20001       1.1248568     -0.11755458     -0.24987539E-04
   316.22501       1.1248124     -0.11745453     -0.24981615E-04
   316.25000       1.1247679     -0.11735448     -0.24975692E-04
   316.27499       1.1247236     -0.11725442     -0.24969768E-04
   316.30002       1.1246791     -0.11715437     -0.24963843E-04
   316.32501       1.1246347     -0.11705439     -0.24957926E-04
   316.35001       1.1245902     -0.11695441     -0.24952009E-04
   316.37500       1.1245458     -0.11685444     -0.24946094E-04
   316.39999       1.1245015     -0.11675448     -0.24940182E-04
   316.42502       1.1244570     -0.11665450     -0.24934272E-04
   316.45001       1.1244125     -0.11655454     -0.24928358E-04
   316.47501       1.1243682     -0.11645514     -0.24922454E-04
   316.50000       1.1243238     -0.11635573     -0.24916546E-04
   316.52499       1.1242794     -0.11625580     -0.24910642E-04
   316.55002       1.1242350     -0.11615586     -0.24904737E-04
   316.57501       1.1241907     -0.11605601     -0.24898838E-04
   316.60001       1.1241465     -0.11595616     -0.24892939E-04
   316.62500       1.1241020     -0.11585630     -0.24887046E-04
   316.64999       1.1240575     -0.11575644     -0.24881148E-04
   316.67502       1.1240133     -0.11565712     -0.24875255E-04
   316.70001       1.1239687     -0.11555777     -0.24869360E-04
   316.72501       1.1239245     -0.11545795     -0.24863473E-04
   316.75000       1.1238801     -0.11535814     -0.24857585E-04
   316.77499       1.1238359     -0.11525834     -0.24851701E-04
   316.80002       1.1237915     -0.11515851     -0.24845815E-04
   316.82501       1.1237472     -0.11505929     -0.24839932E-04
   316.85001       1.1237029     -0.11496005     -0.24834051E-04
   316.87500       1.1236587     -0.11486034     -0.24828176E-04
   316.89999       1.1236143     -0.11476062     -0.24822299E-04
   316.92502       1.1235700     -0.11466083     -0.24816423E-04
   316.95001       1.1235255     -0.11456107     -0.24810546E-04
   316.97501       1.1234813     -0.11446191     -0.24804678E-04
   317.00000       1.1234370     -0.11436275     -0.24798810E-04
   317.02499       1.1233927     -0.11426307     -0.24792942E-04
   317.05002       1.1233484     -0.11416336     -0.24787076E-04
   317.07501       1.1233041     -0.11406370     -0.24781215E-04
   317.10001       1.1232598     -0.11396404     -0.24775352E-04
   317.12500       1.1232156     -0.11386497     -0.24769495E-04
   317.14999       1.1231713     -0.11376588     -0.24763638E-04
   317.17502       1.1231271     -0.11366622     -0.24757779E-04
   317.20001       1.1230828     -0.11356658     -0.24751920E-04
   317.22501       1.1230385     -0.11346754     -0.24746070E-04
   317.25000       1.1229943     -0.11336850     -0.24740220E-04
   317.27499       1.1229500     -0.11326890     -0.24734369E-04
   317.30002       1.1229059     -0.11316930     -0.24728519E-04
   317.32501       1.1228616     -0.11306976     -0.24722678E-04
   317.35001       1.1228174     -0.11297020     -0.24716834E-04
   317.37500       1.1227732     -0.11287126     -0.24710995E-04
   317.39999       1.1227289     -0.11277230     -0.24705158E-04
   317.42502       1.1226847     -0.11267281     -0.24699319E-04
   317.45001       1.1226405     -0.11257330     -0.24693480E-04
   317.47501       1.1225964     -0.11247440     -0.24687648E-04
   317.50000       1.1225522     -0.11237548     -0.24681818E-04
   317.52499       1.1225080     -0.11227599     -0.24675985E-04
   317.55002       1.1224637     -0.11217649     -0.24670153E-04
   317.57501       1.1224196     -0.11207761     -0.24664329E-04
   317.60001       1.1223754     -0.11197874     -0.24658504E-04
   317.62500       1.1223313     -0.11187988     -0.24652685E-04
   317.64999       1.1222870     -0.11178104     -0.24646863E-04
   317.67502       1.1222430     -0.11168167     -0.24641042E-04
   317.70001       1.1221988     -0.11158229     -0.24635223E-04
   317.72501       1.1221547     -0.11148348     -0.24629409E-04
   317.75000       1.1221105     -0.11138470     -0.24623596E-04
   317.77499       1.1220664     -0.11128531     -0.24617784E-04
   317.80002       1.1220223     -0.11118592     -0.24611969E-04
   317.82501       1.1219782     -0.11108717     -0.24606163E-04
   317.85001       1.1219341     -0.11098841     -0.24600356E-04
   317.87500       1.1218898     -0.11088914     -0.24594554E-04
   317.89999       1.1218458     -0.11078988     -0.24588755E-04
   317.92502       1.1218016     -0.11069115     -0.24582952E-04
   317.95001       1.1217574     -0.11059238     -0.24577150E-04
   317.97501       1.1217134     -0.11049370     -0.24571355E-04
   318.00000       1.1216693     -0.11039503     -0.24565559E-04
   318.02499       1.1216252     -0.11029582     -0.24559766E-04
   318.05002       1.1215811     -0.11019659     -0.24553970E-04
   318.07501       1.1215371     -0.11009796     -0.24548182E-04
   318.10001       1.1214931     -0.10999933     -0.24542394E-04
   318.12500       1.1214491     -0.10990072     -0.24536608E-04
   318.14999       1.1214049     -0.10980212     -0.24530826E-04
   318.17502       1.1213610     -0.10970347     -0.24525041E-04
   318.20001       1.1213168     -0.10960484     -0.24519259E-04
   318.22501       1.1212728     -0.10950573     -0.24513482E-04
   318.25000       1.1212287     -0.10940664     -0.24507706E-04
   318.27499       1.1211847     -0.10930806     -0.24501931E-04
   318.30002       1.1211407     -0.10920951     -0.24496156E-04
   318.32501       1.1210967     -0.10911098     -0.24490384E-04
   318.35001       1.1210526     -0.10901245     -0.24484614E-04
   318.37500       1.1210086     -0.10891343     -0.24478850E-04
   318.39999       1.1209646     -0.10881440     -0.24473085E-04
   318.42502       1.1209207     -0.10871589     -0.24467319E-04
   318.45001       1.1208766     -0.10861737     -0.24461553E-04
   318.47501       1.1208326     -0.10851892     -0.24455796E-04
   318.50000       1.1207887     -0.10842048     -0.24450037E-04
   318.52499       1.1207446     -0.10832201     -0.24444276E-04
   318.55002       1.1207006     -0.10822354     -0.24438517E-04
   318.57501       1.1206567     -0.10812512     -0.24432766E-04
   318.60001       1.1206127     -0.10802673     -0.24427016E-04
   318.62500       1.1205688     -0.10792778     -0.24421268E-04
   318.64999       1.1205249     -0.10782887     -0.24415520E-04
   318.67502       1.1204809     -0.10773046     -0.24409772E-04
   318.70001       1.1204368     -0.10763206     -0.24404024E-04
   318.72501       1.1203929     -0.10753373     -0.24398283E-04
   318.75000       1.1203490     -0.10743539     -0.24392542E-04
   318.77499       1.1203051     -0.10733704     -0.24386802E-04
   318.80002       1.1202611     -0.10723866     -0.24381061E-04
   318.82501       1.1202171     -0.10714038     -0.24375329E-04
   318.85001       1.1201732     -0.10704210     -0.24369598E-04
   318.87500       1.1201293     -0.10694380     -0.24363866E-04
   318.89999       1.1200855     -0.10684553     -0.24358138E-04
   318.92502       1.1200415     -0.10674724     -0.24352408E-04
   318.95001       1.1199976     -0.10664895     -0.24346677E-04
   318.97501       1.1199538     -0.10655074     -0.24340956E-04
   319.00000       1.1199098     -0.10645255     -0.24335233E-04
   319.02499       1.1198659     -0.10635430     -0.24329511E-04
   319.05002       1.1198220     -0.10625605     -0.24323788E-04
   319.07501       1.1197782     -0.10615788     -0.24318073E-04
   319.10001       1.1197343     -0.10605972     -0.24312360E-04
   319.12500       1.1196904     -0.10596155     -0.24306644E-04
   319.14999       1.1196465     -0.10586338     -0.24300933E-04
   319.17502       1.1196028     -0.10576522     -0.24295221E-04
   319.20001       1.1195588     -0.10566705     -0.24289509E-04
   319.22501       1.1195151     -0.10556892     -0.24283803E-04
   319.25000       1.1194712     -0.10547079     -0.24278101E-04
   319.27499       1.1194273     -0.10537267     -0.24272396E-04
   319.30002       1.1193835     -0.10527454     -0.24266692E-04
   319.32501       1.1193397     -0.10517649     -0.24260993E-04
   319.35001       1.1192958     -0.10507844     -0.24255296E-04
   319.37500       1.1192521     -0.10498039     -0.24249603E-04
   319.39999       1.1192082     -0.10488234     -0.24243909E-04
   319.42502       1.1191645     -0.10478429     -0.24238216E-04
   319.45001       1.1191206     -0.10468625     -0.24232522E-04
   319.47501       1.1190768     -0.10458825     -0.24226836E-04
   319.50000       1.1190330     -0.10449022     -0.24221150E-04
   319.52499       1.1189892     -0.10439222     -0.24215462E-04
   319.55002       1.1189454     -0.10429421     -0.24209778E-04
   319.57501       1.1189016     -0.10419625     -0.24204095E-04
   319.60001       1.1188577     -0.10409831     -0.24198414E-04
   319.62500       1.1188141     -0.10400037     -0.24192739E-04
   319.64999       1.1187704     -0.10390244     -0.24187064E-04
   319.67502       1.1187265     -0.10380448     -0.24181387E-04
   319.70001       1.1186827     -0.10370651     -0.24175710E-04
   319.72501       1.1186390     -0.10360861     -0.24170042E-04
   319.75000       1.1185952     -0.10351074     -0.24164374E-04
   319.77499       1.1185515     -0.10341284     -0.24158704E-04
   319.80002       1.1185079     -0.10331494     -0.24153034E-04
   319.82501       1.1184640     -0.10321765     -0.24147370E-04
   319.85001       1.1184204     -0.10312032     -0.24141711E-04
   319.87500       1.1183767     -0.10302250     -0.24136052E-04
   319.89999       1.1183329     -0.10292470     -0.24130393E-04
   319.92502       1.1182892     -0.10282685     -0.24124734E-04
   319.95001       1.1182455     -0.10272899     -0.24119076E-04
   319.97501       1.1182017     -0.10263123     -0.24113426E-04
   320.00000       1.1181580     -0.10253345     -0.24107776E-04
   320.02499       1.1181142     -0.10243566     -0.24102123E-04
   320.05002       1.1180706     -0.10233785     -0.24096469E-04
   320.07501       1.1180270     -0.10224067     -0.24090825E-04
   320.10001       1.1179833     -0.10214348     -0.24085179E-04
   320.12500       1.1179396     -0.10204576     -0.24079538E-04
   320.14999       1.1178960     -0.10194804     -0.24073899E-04
   320.17502       1.1178522     -0.10185031     -0.24068257E-04
   320.20001       1.1178085     -0.10175258     -0.24062614E-04
   320.22501       1.1177648     -0.10165492     -0.24056981E-04
   320.25000       1.1177212     -0.10155728     -0.24051349E-04
   320.27499       1.1176776     -0.10146011     -0.24045714E-04
   320.30002       1.1176339     -0.10136297     -0.24040080E-04
   320.32501       1.1175903     -0.10126534     -0.24034453E-04
   320.35001       1.1175467     -0.10116774     -0.24028826E-04
   320.37500       1.1175030     -0.10107014     -0.24023204E-04
   320.39999       1.1174594     -0.10097252     -0.24017580E-04
   320.42502       1.1174158     -0.10087544     -0.24011955E-04
   320.45001       1.1173722     -0.10077837     -0.24006333E-04
   320.47501       1.1173285     -0.10068081     -0.24000716E-04
   320.50000       1.1172850     -0.10058326     -0.23995099E-04
   320.52499       1.1172414     -0.10048568     -0.23989483E-04
   320.55002       1.1171978     -0.10038809     -0.23983866E-04
   320.57501       1.1171541     -0.10029116     -0.23978257E-04
   320.60001       1.1171105     -0.10019420     -0.23972649E-04
   320.62500       1.1170670     -0.10009673     -0.23967043E-04
   320.64999       1.1170235     -0.99999294E-01 -0.23961438E-04
   320.67502       1.1169798     -0.99902332E-01 -0.23955832E-04
   320.70001       1.1169363     -0.99805370E-01 -0.23950228E-04
   320.72501       1.1168927     -0.99707931E-01 -0.23944629E-04
   320.75000       1.1168492     -0.99610478E-01 -0.23939030E-04
   320.77499       1.1168056     -0.99513024E-01 -0.23933433E-04
   320.80002       1.1167620     -0.99415556E-01 -0.23927834E-04
   320.82501       1.1167185     -0.99318713E-01 -0.23922243E-04
   320.85001       1.1166750     -0.99221885E-01 -0.23916649E-04
   320.87500       1.1166315     -0.99124566E-01 -0.23911063E-04
   320.89999       1.1165880     -0.99027216E-01 -0.23905477E-04
   320.92502       1.1165445     -0.98930359E-01 -0.23899887E-04
   320.95001       1.1165010     -0.98833501E-01 -0.23894298E-04
   320.97501       1.1164573     -0.98736167E-01 -0.23888715E-04
   321.00000       1.1164140     -0.98638818E-01 -0.23883134E-04
   321.02499       1.1163703     -0.98542020E-01 -0.23877554E-04
   321.05002       1.1163268     -0.98445229E-01 -0.23871971E-04
   321.07501       1.1162833     -0.98347932E-01 -0.23866396E-04
   321.10001       1.1162399     -0.98250628E-01 -0.23860825E-04
   321.12500       1.1161964     -0.98153919E-01 -0.23855251E-04
   321.14999       1.1161530     -0.98057210E-01 -0.23849681E-04
   321.17502       1.1161094     -0.97959898E-01 -0.23844112E-04
   321.20001       1.1160660     -0.97862601E-01 -0.23838538E-04
   321.22501       1.1160226     -0.97765937E-01 -0.23832974E-04
   321.25000       1.1159791     -0.97669259E-01 -0.23827410E-04
   321.27499       1.1159356     -0.97572006E-01 -0.23821845E-04
   321.30002       1.1158922     -0.97474769E-01 -0.23816283E-04
   321.32501       1.1158487     -0.97378135E-01 -0.23810724E-04
   321.35001       1.1158053     -0.97281493E-01 -0.23805165E-04
   321.37500       1.1157618     -0.97184896E-01 -0.23799614E-04
   321.39999       1.1157184     -0.97088292E-01 -0.23794060E-04
   321.42502       1.1156749     -0.96991122E-01 -0.23788507E-04
   321.45001       1.1156315     -0.96893936E-01 -0.23782954E-04
   321.47501       1.1155882     -0.96797377E-01 -0.23777407E-04
   321.50000       1.1155447     -0.96700817E-01 -0.23771860E-04
   321.52499       1.1155013     -0.96603692E-01 -0.23766312E-04
   321.55002       1.1154578     -0.96506551E-01 -0.23760766E-04
   321.57501       1.1154145     -0.96410029E-01 -0.23755225E-04
   321.60001       1.1153711     -0.96313506E-01 -0.23749684E-04
   321.62500       1.1153277     -0.96217036E-01 -0.23744149E-04
   321.64999       1.1152843     -0.96120566E-01 -0.23738614E-04
   321.67502       1.1152409     -0.96023485E-01 -0.23733077E-04
   321.70001       1.1151975     -0.95926449E-01 -0.23727540E-04
   321.72501       1.1151541     -0.95829979E-01 -0.23722008E-04
   321.75000       1.1151109     -0.95733501E-01 -0.23716479E-04
   321.77499       1.1150674     -0.95637023E-01 -0.23710949E-04
   321.80002       1.1150241     -0.95540546E-01 -0.23705421E-04
   321.82501       1.1149807     -0.95444143E-01 -0.23699897E-04
   321.85001       1.1149373     -0.95347747E-01 -0.23694374E-04
   321.87500       1.1148940     -0.95250845E-01 -0.23688857E-04
   321.89999       1.1148508     -0.95153943E-01 -0.23683338E-04
   321.92502       1.1148074     -0.95057540E-01 -0.23677820E-04
   321.95001       1.1147641     -0.94961137E-01 -0.23672301E-04
   321.97501       1.1147207     -0.94864786E-01 -0.23666787E-04
   322.00000       1.1146774     -0.94768420E-01 -0.23661276E-04
   322.02499       1.1146340     -0.94672054E-01 -0.23655766E-04
   322.05002       1.1145908     -0.94575703E-01 -0.23650253E-04
   322.07501       1.1145475     -0.94478875E-01 -0.23644749E-04
   322.10001       1.1145042     -0.94382048E-01 -0.23639242E-04
   322.12500       1.1144609     -0.94285801E-01 -0.23633740E-04
   322.14999       1.1144177     -0.94189532E-01 -0.23628239E-04
   322.17502       1.1143744     -0.94093248E-01 -0.23622735E-04
   322.20001       1.1143311     -0.93996964E-01 -0.23617231E-04
   322.22501       1.1142879     -0.93900725E-01 -0.23611738E-04
   322.25000       1.1142446     -0.93804479E-01 -0.23606242E-04
   322.27499       1.1142012     -0.93708232E-01 -0.23600749E-04
   322.30002       1.1141579     -0.93611985E-01 -0.23595252E-04
   322.32501       1.1141148     -0.93515784E-01 -0.23589764E-04
   322.35001       1.1140715     -0.93419589E-01 -0.23584276E-04
   322.37500       1.1140282     -0.93322881E-01 -0.23578790E-04
   322.39999       1.1139851     -0.93226194E-01 -0.23573304E-04
   322.42502       1.1139418     -0.93130022E-01 -0.23567820E-04
   322.45001       1.1138985     -0.93033850E-01 -0.23562337E-04
   322.47501       1.1138554     -0.92937753E-01 -0.23556860E-04
   322.50000       1.1138121     -0.92841640E-01 -0.23551380E-04
   322.52499       1.1137689     -0.92745483E-01 -0.23545899E-04
   322.55002       1.1137255     -0.92649341E-01 -0.23540422E-04
   322.57501       1.1136825     -0.92553243E-01 -0.23534951E-04
   322.60001       1.1136392     -0.92457160E-01 -0.23529479E-04
   322.62500       1.1135961     -0.92361130E-01 -0.23524011E-04
   322.64999       1.1135529     -0.92265092E-01 -0.23518543E-04
   322.67502       1.1135098     -0.92169046E-01 -0.23513076E-04
   322.70001       1.1134665     -0.92073001E-01 -0.23507608E-04
   322.72501       1.1134233     -0.91976993E-01 -0.23502147E-04
   322.75000       1.1133802     -0.91880992E-01 -0.23496686E-04
   322.77499       1.1133370     -0.91784939E-01 -0.23491226E-04
   322.80002       1.1132938     -0.91688901E-01 -0.23485763E-04
   322.82501       1.1132507     -0.91592938E-01 -0.23480308E-04
   322.85001       1.1132076     -0.91496974E-01 -0.23474853E-04
   322.87500       1.1131644     -0.91401041E-01 -0.23469402E-04
   322.89999       1.1131213     -0.91305114E-01 -0.23463952E-04
   322.92502       1.1130781     -0.91209158E-01 -0.23458504E-04
   322.95001       1.1130350     -0.91113210E-01 -0.23453053E-04
   322.97501       1.1129919     -0.91017336E-01 -0.23447607E-04
   323.00000       1.1129488     -0.90921447E-01 -0.23442164E-04
   323.02499       1.1129055     -0.90825520E-01 -0.23436722E-04
   323.05002       1.1128625     -0.90729594E-01 -0.23431276E-04
   323.07501       1.1128194     -0.90633750E-01 -0.23425837E-04
   323.10001       1.1127763     -0.90537906E-01 -0.23420398E-04
   323.12500       1.1127331     -0.90442091E-01 -0.23414965E-04
   323.14999       1.1126901     -0.90346284E-01 -0.23409533E-04
   323.17502       1.1126471     -0.90250432E-01 -0.23404100E-04
   323.20001       1.1126039     -0.90154596E-01 -0.23398665E-04
   323.22501       1.1125609     -0.90058826E-01 -0.23393239E-04
   323.25000       1.1125178     -0.89963064E-01 -0.23387809E-04
   323.27499       1.1124748     -0.89867800E-01 -0.23382383E-04
   323.30002       1.1124316     -0.89772537E-01 -0.23376957E-04
   323.32501       1.1123886     -0.89676768E-01 -0.23371536E-04
   323.35001       1.1123456     -0.89580998E-01 -0.23366114E-04
   323.37500       1.1123025     -0.89485273E-01 -0.23360695E-04
   323.39999       1.1122595     -0.89389533E-01 -0.23355278E-04
   323.42502       1.1122165     -0.89293808E-01 -0.23349863E-04
   323.45001       1.1121733     -0.89198090E-01 -0.23344444E-04
   323.47501       1.1121303     -0.89102440E-01 -0.23339035E-04
   323.50000       1.1120874     -0.89006789E-01 -0.23333623E-04
   323.52499       1.1120442     -0.88911079E-01 -0.23328214E-04
   323.55002       1.1120012     -0.88815361E-01 -0.23322804E-04
   323.57501       1.1119581     -0.88720247E-01 -0.23317400E-04
   323.60001       1.1119152     -0.88625148E-01 -0.23311994E-04
   323.62500       1.1118722     -0.88529542E-01 -0.23306593E-04
   323.64999       1.1118292     -0.88433921E-01 -0.23301192E-04
   323.67502       1.1117862     -0.88338315E-01 -0.23295794E-04
   323.70001       1.1117432     -0.88242710E-01 -0.23290393E-04
   323.72501       1.1117002     -0.88147156E-01 -0.23285000E-04
   323.75000       1.1116573     -0.88051572E-01 -0.23279605E-04
   323.77499       1.1116142     -0.87955967E-01 -0.23274208E-04
   323.80002       1.1115712     -0.87860361E-01 -0.23268814E-04
   323.82501       1.1115283     -0.87765373E-01 -0.23263427E-04
   323.85001       1.1114854     -0.87670378E-01 -0.23258039E-04
   323.87500       1.1114424     -0.87574899E-01 -0.23252656E-04
   323.89999       1.1113995     -0.87479398E-01 -0.23247272E-04
   323.92502       1.1113565     -0.87383881E-01 -0.23241886E-04
   323.95001       1.1113136     -0.87288380E-01 -0.23236504E-04
   323.97501       1.1112705     -0.87193459E-01 -0.23231127E-04
   324.00000       1.1112276     -0.87098546E-01 -0.23225750E-04
   324.02499       1.1111847     -0.87003067E-01 -0.23220373E-04
   324.05002       1.1111417     -0.86907580E-01 -0.23214996E-04
   324.07501       1.1110989     -0.86812161E-01 -0.23209624E-04
   324.10001       1.1110560     -0.86716756E-01 -0.23204255E-04
   324.12500       1.1110132     -0.86621910E-01 -0.23198889E-04
   324.14999       1.1109703     -0.86527079E-01 -0.23193521E-04
   324.17502       1.1109273     -0.86431667E-01 -0.23188151E-04
   324.20001       1.1108844     -0.86336270E-01 -0.23182785E-04
   324.22501       1.1108415     -0.86240932E-01 -0.23177427E-04
   324.25000       1.1107986     -0.86145610E-01 -0.23172064E-04
   324.27499       1.1107558     -0.86050764E-01 -0.23166704E-04
   324.30002       1.1107129     -0.85955948E-01 -0.23161343E-04
   324.32501       1.1106700     -0.85860610E-01 -0.23155986E-04
   324.35001       1.1106271     -0.85765272E-01 -0.23150631E-04
   324.37500       1.1105843     -0.85670516E-01 -0.23145281E-04
   324.39999       1.1105413     -0.85575774E-01 -0.23139930E-04
   324.42502       1.1104985     -0.85480474E-01 -0.23134580E-04
   324.45001       1.1104556     -0.85385188E-01 -0.23129231E-04
   324.47501       1.1104128     -0.85289970E-01 -0.23123888E-04
   324.50000       1.1103700     -0.85194767E-01 -0.23118546E-04
   324.52499       1.1103271     -0.85100025E-01 -0.23113200E-04
   324.55002       1.1102843     -0.85005291E-01 -0.23107854E-04
   324.57501       1.1102414     -0.84910080E-01 -0.23102517E-04
   324.60001       1.1101987     -0.84814861E-01 -0.23097178E-04
   324.62500       1.1101558     -0.84720224E-01 -0.23091843E-04
   324.64999       1.1101130     -0.84625602E-01 -0.23086510E-04
   324.67502       1.1100703     -0.84530413E-01 -0.23081175E-04
   324.70001       1.1100274     -0.84435247E-01 -0.23075841E-04
   324.72501       1.1099848     -0.84340662E-01 -0.23070514E-04
   324.75000       1.1099420     -0.84246054E-01 -0.23065188E-04
   324.77499       1.1098990     -0.84150895E-01 -0.23059856E-04
   324.80002       1.1098562     -0.84055722E-01 -0.23054528E-04
   324.82501       1.1098133     -0.83961174E-01 -0.23049210E-04
   324.85001       1.1097707     -0.83866611E-01 -0.23043889E-04
   324.87500       1.1097279     -0.83772093E-01 -0.23038570E-04
   324.89999       1.1096852     -0.83677575E-01 -0.23033253E-04
   324.92502       1.1096424     -0.83582498E-01 -0.23027935E-04
   324.95001       1.1095996     -0.83487414E-01 -0.23022616E-04
   324.97501       1.1095569     -0.83392948E-01 -0.23017305E-04
   325.00000       1.1095141     -0.83298475E-01 -0.23011995E-04
   325.02499       1.1094714     -0.83203420E-01 -0.23006682E-04
   325.05002       1.1094286     -0.83108366E-01 -0.23001370E-04
   325.07501       1.1093860     -0.83013922E-01 -0.22996066E-04
   325.10001       1.1093432     -0.82919478E-01 -0.22990760E-04
   325.12500       1.1093005     -0.82824543E-01 -0.22985458E-04
   325.14999       1.1092578     -0.82729623E-01 -0.22980157E-04
   325.17502       1.1092151     -0.82635179E-01 -0.22974855E-04
   325.20001       1.1091723     -0.82540751E-01 -0.22969556E-04
